------Generation 0------
Rule  1: 1133, Class:  1, CF:0.480788, Len:  4, Fitness_tra: -3
Rule  2: 1214, Class:  1, CF:0.127731, Len:  4, Fitness_tra: 1
Rule  3: 2431, Class:  0, CF:0.528012, Len:  4, Fitness_tra: 14
Rule  4: 4126, Class:  1, CF:0.121204, Len:  4, Fitness_tra: 0
Rule  5: 9781, Class:  0, CF:0.254239, Len:  4, Fitness_tra: 0
Rule  6: 2229, Class:  1, CF:0.43694, Len:  4, Fitness_tra: 19
Rule  7: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 0040, Class:  1, CF:0.083478, Len:  1, Fitness_tra: -1
Rule  9: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 0340, Class:  1, CF:0.0130119, Len:  2, Fitness_tra: 0
Rule 11: 5000, Class:  0, CF:0.138892, Len:  1, Fitness_tra: 13
Rule 12: 0050, Class:  0, CF:0.15946, Len:  1, Fitness_tra: -14
Rule 13: 1426, Class:  1, CF:0.078665, Len:  4, Fitness_tra: 0
Rule 14: 1111, Class:  1, CF:0.387397, Len:  4, Fitness_tra: 6
Rule 15: 3313, Class:  1, CF:0.64906, Len:  4, Fitness_tra: 7
Rule 16: 3533, Class:  0, CF:0.594421, Len:  4, Fitness_tra: 5
Rule 17: 1119, Class:  0, CF:0.51503, Len:  4, Fitness_tra: 10
Rule 18: 1b1c, Class:  1, CF:0.316017, Len:  4, Fitness_tra: 1
Rule 19: 0335, Class:  0, CF:0.0221462, Len:  3, Fitness_tra: 0
Rule 20: 0600, Class:  0, CF:0.037784, Len:  1, Fitness_tra: 0
Rule 21: 4111, Class:  1, CF:0.285313, Len:  4, Fitness_tra: 0
Rule 22: 1111, Class:  1, CF:0.387397, Len:  4, Fitness_tra: 0
Rule 23: 1111, Class:  1, CF:0.387397, Len:  4, Fitness_tra: 0
Rule 24: 3dd9, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 25: 0025, Class:  0, CF:0.031102, Len:  2, Fitness_tra: 0
Rule 26: 4711, Class:  1, CF:0.235067, Len:  4, Fitness_tra: 0
Rule 27: 0556, Class:  1, CF:0.124393, Len:  3, Fitness_tra: 0
Rule 28: 1a36, Class:  1, CF:0.722797, Len:  4, Fitness_tra: 11
Rule 29: 2113, Class:  0, CF:0.0902784, Len:  4, Fitness_tra: 0
Rule 30: 1115, Class:  0, CF:0.365709, Len:  4, Fitness_tra: 4
Rule 31: 050b, Class:  0, CF:0.3517, Len:  2, Fitness_tra: 16
Rule 32: 2050, Class:  0, CF:0.0446153, Len:  2, Fitness_tra: 0
Rule 33: 1139, Class:  0, CF:0.431675, Len:  4, Fitness_tra: 0
Rule 34: 1216, Class:  0, CF:0.231884, Len:  4, Fitness_tra: 1
Rule 35: 4003, Class:  0, CF:0.0280642, Len:  2, Fitness_tra: 0
Rule 36: 0009, Class:  0, CF:0.0457405, Len:  1, Fitness_tra: -2
Rule 37: 11b1, Class:  1, CF:0.469019, Len:  4, Fitness_tra: 22
Rule 38: ae36, Class:  0, CF:0.313611, Len:  4, Fitness_tra: 0
Rule 39: c040, Class:  1, CF:0.325738, Len:  2, Fitness_tra: 59
Rule 40: 3050, Class:  0, CF:0.384443, Len:  2, Fitness_tra: 41
Rule 41: 1221, Class:  1, CF:0.106311, Len:  4, Fitness_tra: 0
Rule 42: 211b, Class:  1, CF:0.0456792, Len:  4, Fitness_tra: 0
Rule 43: 6551, Class:  1, CF:0.335081, Len:  4, Fitness_tra: 0
Rule 44: 0040, Class:  1, CF:0.083478, Len:  1, Fitness_tra: 0
Rule 45: 0002, Class:  0, CF:0.00106122, Len:  1, Fitness_tra: 0
Rule 46: 0200, Class:  0, CF:0.0048105, Len:  1, Fitness_tra: 0
Rule 47: 3503, Class:  1, CF:0.137702, Len:  3, Fitness_tra: 0
Rule 48: 5111, Class:  0, CF:0.371539, Len:  4, Fitness_tra: 2
Rule 49: 6500, Class:  0, CF:0.026648, Len:  2, Fitness_tra: 0
Rule 50: 3231, Class:  1, CF:0.0350493, Len:  4, Fitness_tra: 0
Rule 51: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0400, Class:  1, CF:0.017675, Len:  1, Fitness_tra: 0
Rule 53: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0400, Class:  1, CF:0.017675, Len:  1, Fitness_tra: 0
Rule 56: 0a00, Class:  0, CF:0.0333792, Len:  1, Fitness_tra: 0
Rule 57: 6835, Class:  1, CF:0.511494, Len:  4, Fitness_tra: 16
Rule 58: 1111, Class:  1, CF:0.387397, Len:  4, Fitness_tra: 0
Rule 59: 4450, Class:  0, CF:0.418353, Len:  3, Fitness_tra: 31
Rule 60: 0602, Class:  0, CF:0.317813, Len:  2, Fitness_tra: 23
Rule 61: 0500, Class:  0, CF:0.0206779, Len:  1, Fitness_tra: 0
Rule 62: 0005, Class:  0, CF:0.00721856, Len:  1, Fitness_tra: 0
Rule 63: 1311, Class:  1, CF:0.460959, Len:  4, Fitness_tra: 7
Rule 64: 4113, Class:  1, CF:0.225434, Len:  4, Fitness_tra: 0
Rule 65: 0465, Class:  0, CF:0.222889, Len:  3, Fitness_tra: 4
Rule 66: 5000, Class:  0, CF:0.138892, Len:  1, Fitness_tra: 0
Rule 67: 1117, Class:  1, CF:0.390484, Len:  4, Fitness_tra: 16
Rule 68: 4230, Class:  0, CF:0.334017, Len:  3, Fitness_tra: 9
Rule 69: 513a, Class:  0, CF:0.871072, Len:  4, Fitness_tra: 8
Rule 70: 5504, Class:  0, CF:0.442879, Len:  3, Fitness_tra: 12
Rule 71: 0500, Class:  0, CF:0.0206779, Len:  1, Fitness_tra: 0
Rule 72: 4450, Class:  0, CF:0.418353, Len:  3, Fitness_tra: 0
Rule 73: 6662, Class:  0, CF:0.43228, Len:  4, Fitness_tra: 1
Rule 74: 4009, Class:  0, CF:0.145292, Len:  2, Fitness_tra: -2
Rule 75: 0050, Class:  0, CF:0.15946, Len:  1, Fitness_tra: 0
Rule 76: 5659, Class:  0, CF:0.961055, Len:  4, Fitness_tra: 3
Rule 77: 1273, Class:  1, CF:0.00997898, Len:  4, Fitness_tra: 0
Rule 78: 1431, Class:  1, CF:0.165063, Len:  4, Fitness_tra: 0
Rule 79: 39e6, Class:  1, CF:0.713805, Len:  4, Fitness_tra: 6
Rule 80: 6f11, Class:  1, CF:0.475273, Len:  4, Fitness_tra: -3
Rule 81: 3144, Class:  0, CF:0.236575, Len:  4, Fitness_tra: 2
Rule 82: 251d, Class:  0, CF:0.169162, Len:  4, Fitness_tra: 0
Rule 83: 1311, Class:  1, CF:0.460959, Len:  4, Fitness_tra: 0
Rule 84: 9191, Class:  0, CF:0.243093, Len:  4, Fitness_tra: 1
Rule 85: 61d1, Class:  0, CF:0.272994, Len:  4, Fitness_tra: 3
Rule 86: 4000, Class:  1, CF:0.0739757, Len:  1, Fitness_tra: 0
Rule 87: d112, Class:  1, CF:0.215833, Len:  4, Fitness_tra: -2
Rule 88: 0003, Class:  0, CF:0.003526, Len:  1, Fitness_tra: 0
Rule 89: 5534, Class:  0, CF:0.999092, Len:  4, Fitness_tra: 14
Rule 90: 6540, Class:  0, CF:0.26496, Len:  3, Fitness_tra: 4
Rule 91: 8118, Class:  1, CF:0.500816, Len:  4, Fitness_tra: 21
Rule 92: 4000, Class:  1, CF:0.0739757, Len:  1, Fitness_tra: 0
Rule 93: 0403, Class:  0, CF:0.0877174, Len:  2, Fitness_tra: -2
Rule 94: 5000, Class:  0, CF:0.138892, Len:  1, Fitness_tra: 0
Rule 95: 2111, Class:  0, CF:0.0160614, Len:  4, Fitness_tra: 0
Rule 96: a004, Class:  0, CF:0.140791, Len:  2, Fitness_tra: 0
Rule 97: 1111, Class:  1, CF:0.387397, Len:  4, Fitness_tra: 0
Rule 98: 2361, Class:  0, CF:0.0690225, Len:  4, Fitness_tra: 0
Rule 99: 5255, Class:  1, CF:0.619482, Len:  4, Fitness_tra: 24
Rule100: d18d, Class:  1, CF:0.308618, Len:  4, Fitness_tra: -2
------Current------
Miss_rate(tra)	:45.0772
------Result------
Miss_rate(tra)	:45.0772
Miss_rate(tst)	:25.3968
ARL				:2.87

------Generation 0------
Rule  1: 1133, Class:  1, CF:0.480788, Len:  4, Fitness_tra: -3
Rule  2: 1214, Class:  1, CF:0.127731, Len:  4, Fitness_tra: 1
Rule  3: 2431, Class:  0, CF:0.528012, Len:  4, Fitness_tra: 14
Rule  4: 4126, Class:  1, CF:0.121204, Len:  4, Fitness_tra: 0
Rule  5: 9781, Class:  0, CF:0.254239, Len:  4, Fitness_tra: 0
Rule  6: 2229, Class:  1, CF:0.43694, Len:  4, Fitness_tra: 19
Rule  7: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 0040, Class:  1, CF:0.083478, Len:  1, Fitness_tra: -1
Rule  9: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 0340, Class:  1, CF:0.0130119, Len:  2, Fitness_tra: 0
Rule 11: 5000, Class:  0, CF:0.138892, Len:  1, Fitness_tra: 13
Rule 12: 0050, Class:  0, CF:0.15946, Len:  1, Fitness_tra: -14
Rule 13: 1426, Class:  1, CF:0.078665, Len:  4, Fitness_tra: 0
Rule 14: 1111, Class:  1, CF:0.387397, Len:  4, Fitness_tra: 6
Rule 15: 3313, Class:  1, CF:0.64906, Len:  4, Fitness_tra: 7
Rule 16: 3533, Class:  0, CF:0.594421, Len:  4, Fitness_tra: 5
Rule 17: 1119, Class:  0, CF:0.51503, Len:  4, Fitness_tra: 10
Rule 18: 1b1c, Class:  1, CF:0.316017, Len:  4, Fitness_tra: 1
Rule 19: 0335, Class:  0, CF:0.0221462, Len:  3, Fitness_tra: 0
Rule 20: 0600, Class:  0, CF:0.037784, Len:  1, Fitness_tra: 0
Rule 21: 4111, Class:  1, CF:0.285313, Len:  4, Fitness_tra: 0
Rule 22: 1111, Class:  1, CF:0.387397, Len:  4, Fitness_tra: 0
Rule 23: 1111, Class:  1, CF:0.387397, Len:  4, Fitness_tra: 0
Rule 24: 3dd9, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 25: 0025, Class:  0, CF:0.031102, Len:  2, Fitness_tra: 0
Rule 26: 4711, Class:  1, CF:0.235067, Len:  4, Fitness_tra: 0
Rule 27: 0556, Class:  1, CF:0.124393, Len:  3, Fitness_tra: 0
Rule 28: 1a36, Class:  1, CF:0.722797, Len:  4, Fitness_tra: 11
Rule 29: 2113, Class:  0, CF:0.0902784, Len:  4, Fitness_tra: 0
Rule 30: 1115, Class:  0, CF:0.365709, Len:  4, Fitness_tra: 4
Rule 31: 050b, Class:  0, CF:0.3517, Len:  2, Fitness_tra: 16
Rule 32: 2050, Class:  0, CF:0.0446153, Len:  2, Fitness_tra: 0
Rule 33: 1139, Class:  0, CF:0.431675, Len:  4, Fitness_tra: 0
Rule 34: 1216, Class:  0, CF:0.231884, Len:  4, Fitness_tra: 1
Rule 35: 4003, Class:  0, CF:0.0280642, Len:  2, Fitness_tra: 0
Rule 36: 0009, Class:  0, CF:0.0457405, Len:  1, Fitness_tra: -2
