------Generation 0------
Rule  1: 8c7, Class:  0, CF:0.00158342, Len:  3, Fitness_tra: 0
Rule  2: 887, Class:  1, CF:0.146405, Len:  3, Fitness_tra: 0
Rule  3: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 121
Rule  4: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule  5: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule  6: 5e4, Class:  1, CF:0.107672, Len:  3, Fitness_tra: 0
Rule  7: 112, Class:  1, CF:0.0341917, Len:  3, Fitness_tra: 0
Rule  8: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule  9: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 10: 050, Class:  1, CF:0.487352, Len:  1, Fitness_tra: 3
Rule 11: 114, Class:  1, CF:0.13385, Len:  3, Fitness_tra: 0
Rule 12: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 13: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 14: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 15: 56b, Class:  0, CF:0.0616536, Len:  3, Fitness_tra: 0
Rule 16: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 17: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 18: 114, Class:  1, CF:0.13385, Len:  3, Fitness_tra: 0
Rule 19: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 20: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 21: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 22: c11, Class:  1, CF:0.507245, Len:  3, Fitness_tra: 0
Rule 23: 1b7, Class:  1, CF:0.338577, Len:  3, Fitness_tra: 0
Rule 24: 2c2, Class:  0, CF:0.191126, Len:  3, Fitness_tra: 0
Rule 25: d00, Class:  1, CF:0.485212, Len:  1, Fitness_tra: 3
Rule 26: d47, Class:  1, CF:0.143483, Len:  3, Fitness_tra: 0
Rule 27: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 28: 147, Class:  1, CF:0.129262, Len:  3, Fitness_tra: 0
Rule 29: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 30: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 31: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 32: 257, Class:  1, CF:0.151342, Len:  3, Fitness_tra: 0
Rule 33: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 34: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 35: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 36: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 37: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 38: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 39: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 40: 1b4, Class:  1, CF:0.263628, Len:  3, Fitness_tra: 0
Rule 41: 212, Class:  0, CF:0.0733427, Len:  3, Fitness_tra: 0
Rule 42: 400, Class:  1, CF:0.444872, Len:  1, Fitness_tra: 0
Rule 43: 121, Class:  1, CF:0.484628, Len:  3, Fitness_tra: 0
Rule 44: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 45: 51b, Class:  1, CF:0.0374411, Len:  3, Fitness_tra: 0
Rule 46: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 47: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 48: 008, Class:  1, CF:0.00996678, Len:  1, Fitness_tra: 0
Rule 49: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 50: 334, Class:  1, CF:0.418988, Len:  3, Fitness_tra: 0
Rule 51: 2b1, Class:  1, CF:0.614072, Len:  3, Fitness_tra: 0
Rule 52: c00, Class:  1, CF:0.455295, Len:  1, Fitness_tra: 0
Rule 53: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 54: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 55: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 56: 122, Class:  1, CF:0.169215, Len:  3, Fitness_tra: 0
Rule 57: d81, Class:  1, CF:0.612227, Len:  3, Fitness_tra: 2
Rule 58: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 59: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
Rule 60: 000, Class:  1, CF:0.469091, Len:  0, Fitness_tra: 0
