------Generation 0------
Rule  1: 12c11, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  2: 23141, Class:  1, CF:0.924909, Len:  5, Fitness_tra: 3
Rule  3: 31224, Class:  1, CF:0.176497, Len:  5, Fitness_tra: 0
Rule  4: 19272, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  5: 32211, Class:  0, CF:0.98964, Len:  5, Fitness_tra: 6
Rule  6: 34b24, Class:  0, CF:0.0287119, Len:  5, Fitness_tra: 0
Rule  7: 95224, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: 3c221, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  9: 51572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51171, Class:  1, CF:0.914055, Len:  5, Fitness_tra: 0
Rule 11: 51421, Class:  1, CF:0.814837, Len:  5, Fitness_tra: 0
Rule 12: 91114, Class:  1, CF:0.910087, Len:  5, Fitness_tra: 0
Rule 13: 55241, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 14: 19127, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 95121, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 85cbb, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: dc117, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: 12212, Class:  1, CF:0.0250815, Len:  5, Fitness_tra: 0
Rule 19: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 20: 511b1, Class:  1, CF:0.891327, Len:  5, Fitness_tra: 1
Rule 21: 51124, Class:  1, CF:0.989488, Len:  5, Fitness_tra: 1
Rule 22: 58c4b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 04b00, Class:  0, CF:0.584346, Len:  2, Fitness_tra: 32
Rule 24: 8557b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 151b1, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 11127, Class:  1, CF:0.957198, Len:  5, Fitness_tra: 1
Rule 27: 211b7, Class:  1, CF:0.920755, Len:  5, Fitness_tra: 0
Rule 28: 1122b, Class:  1, CF:0.766918, Len:  5, Fitness_tra: 0
Rule 29: 51111, Class:  1, CF:0.400694, Len:  5, Fitness_tra: 1
Rule 30: 31777, Class:  1, CF:0.32484, Len:  5, Fitness_tra: 0
Rule 31: 04000, Class:  0, CF:0.448545, Len:  1, Fitness_tra: 105
Rule 32: 95142, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 33: 18112, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 11c74, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 13577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: d5271, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 37: d1424, Class:  1, CF:0.963553, Len:  5, Fitness_tra: 0
Rule 38: 92412, Class:  1, CF:0.44369, Len:  5, Fitness_tra: 0
Rule 39: 51122, Class:  1, CF:0.992306, Len:  5, Fitness_tra: 0
Rule 40: 52214, Class:  1, CF:0.103351, Len:  5, Fitness_tra: 0
Rule 41: 384bb, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 91715, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
