------Generation 0------
Rule  1: 111b1, Class:  1, CF:0.516893, Len:  5, Fitness_tra: 0
Rule  2: 51171, Class:  1, CF:0.934399, Len:  5, Fitness_tra: 6
Rule  3: ec441, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  4: 212b7, Class:  1, CF:0.848787, Len:  5, Fitness_tra: 0
Rule  5: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule  6: 11272, Class:  1, CF:0.927985, Len:  5, Fitness_tra: 0
Rule  7: 11111, Class:  0, CF:0.23018, Len:  5, Fitness_tra: 0
Rule  8: 111b2, Class:  1, CF:0.94824, Len:  5, Fitness_tra: 1
Rule  9: c1542, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 10: 9111b, Class:  1, CF:0.89814, Len:  5, Fitness_tra: 2
Rule 11: 182b7, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 12: 1277b, Class:  1, CF:0.112553, Len:  5, Fitness_tra: 0
Rule 13: 151b7, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 14: 18411, Class:  0, CF:  1, Len:  5, Fitness_tra: 10
Rule 15: 11172, Class:  1, CF:0.953611, Len:  5, Fitness_tra: 0
Rule 16: 11211, Class:  0, CF:0.559581, Len:  5, Fitness_tra: 0
Rule 17: 3d2b4, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: 514b7, Class:  1, CF:0.924777, Len:  5, Fitness_tra: 0
Rule 19: d8427, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: 51124, Class:  1, CF:0.989684, Len:  5, Fitness_tra: 1
Rule 21: 11221, Class:  1, CF:0.397199, Len:  5, Fitness_tra: 0
Rule 22: d5724, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 32414, Class:  0, CF:0.710683, Len:  5, Fitness_tra: 1
Rule 24: 12c27, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: e841b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 18124, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 98c27, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 28: 04000, Class:  0, CF:0.459037, Len:  1, Fitness_tra: 132
Rule 29: 32422, Class:  0, CF:0.515202, Len:  5, Fitness_tra: 0
Rule 30: 511b4, Class:  1, CF:0.97436, Len:  5, Fitness_tra: 0
Rule 31: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 32: 23141, Class:  1, CF:0.935093, Len:  5, Fitness_tra: 3
Rule 33: 95474, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 31217, Class:  0, CF:0.0980385, Len:  5, Fitness_tra: 0
Rule 35: 58147, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 36: dd121, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 37: 58122, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 177c1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
