------Generation 0------
Rule  1: 15517b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: d8124131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 28117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 1d251238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 85817b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 152c443c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 1184
Rule  8: 154874e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 151c215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 10: 1121ba98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 99112711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 15d111e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 13: 251cb412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00000050, Class:  0, CF:0.927826, Len:  1, Fitness_tra: 0
Rule 15: 1112a218, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 16: 85d5425c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: dd854be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 218172e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 582c7412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 0
Rule 21: d2251191, Class:  0, CF:0.819566, Len:  8, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 0
Rule 23: 2518bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 88514231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 85542432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 211cb291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11117711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 12dc4111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 0
Rule 30: 812171e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 0
Rule 32: 52127198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 55517b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 28524214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: dd814114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 152c7b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 58552752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 12854411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2d281111, Class:  0, CF:0.566431, Len:  8, Fitness_tra: 0
Rule 40: 15847b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 581c1111, Class:  0, CF:0.242094, Len:  8, Fitness_tra: 0
Rule 42: 22d12b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
