------Generation 0------
Rule  1: 8c414, Class:  2, CF:0.760102, Len:  5, Fitness_tra: 3
Rule  2: 56247, Class:  0, CF:0.991269, Len:  5, Fitness_tra: 0
Rule  3: e4145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  4: 11572, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  5: 21172, Class:  0, CF:0.968788, Len:  5, Fitness_tra: 13
Rule  6: 58212, Class:  2, CF:0.0348351, Len:  5, Fitness_tra: 0
Rule  7: 95414, Class:  1, CF:0.998159, Len:  5, Fitness_tra: 0
Rule  8: 58112, Class:  2, CF:0.390369, Len:  5, Fitness_tra: 0
Rule  9: 34411, Class:  1, CF:0.908705, Len:  5, Fitness_tra: 13
Rule 10: 94111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 91471, Class:  0, CF:0.854412, Len:  5, Fitness_tra: 0
Rule 12: 26141, Class:  0, CF:0.975946, Len:  5, Fitness_tra: 16
Rule 13: 15c27, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 14: 89121, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 1c748, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 13371, Class:  0, CF:0.776374, Len:  5, Fitness_tra: 0
Rule 17: 115b4, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: 11411, Class:  1, CF:0.0260598, Len:  5, Fitness_tra: 0
Rule 19: e2216, Class:  1, CF:0.829453, Len:  5, Fitness_tra: 6
Rule 20: e5442, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 21: d5442, Class:  1, CF:0.508122, Len:  5, Fitness_tra: 0
Rule 22: 1d17b, Class:  1, CF:0.833595, Len:  5, Fitness_tra: 0
Rule 23: 1421b, Class:  2, CF:0.0202888, Len:  5, Fitness_tra: 0
Rule 24: 8114b, Class:  0, CF:0.916538, Len:  5, Fitness_tra: 13
Rule 25: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: e1c41, Class:  1, CF:0.911834, Len:  5, Fitness_tra: 0
Rule 27: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d0700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 81121, Class:  0, CF:0.825816, Len:  5, Fitness_tra: 5
Rule 30: 11214, Class:  0, CF:0.162609, Len:  5, Fitness_tra: 0
Rule 31: 115bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
