------Generation 0------
Rule  1: 111b2, Class:  0, CF:0.936339, Len:  5, Fitness_tra: 10
Rule  2: 51171, Class:  0, CF:0.909657, Len:  5, Fitness_tra: 34
Rule  3: ec421, Class:  1, CF:0.441198, Len:  5, Fitness_tra: 0
Rule  4: 512bb, Class:  0, CF:0.913074, Len:  5, Fitness_tra: 0
Rule  5: 11771, Class:  0, CF:0.192835, Len:  5, Fitness_tra: 0
Rule  6: 31211, Class:  1, CF:0.857651, Len:  5, Fitness_tra: 0
Rule  7: 11b51, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: 83542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 111b1, Class:  0, CF:0.491987, Len:  5, Fitness_tra: 1
Rule 11: 94b81, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 12: 377c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 04700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: d81b7, Class:  2, CF:0.622785, Len:  5, Fitness_tra: 0
Rule 15: 11147, Class:  0, CF:0.902255, Len:  5, Fitness_tra: 0
Rule 16: 92212, Class:  0, CF:0.422943, Len:  5, Fitness_tra: 0
Rule 17: 112b4, Class:  0, CF:0.82352, Len:  5, Fitness_tra: 0
Rule 18: d242c, Class:  0, CF:0.999707, Len:  5, Fitness_tra: 0
Rule 19: ebb24, Class:  0, CF:0.988626, Len:  5, Fitness_tra: 0
Rule 20: 34211, Class:  1, CF:0.933951, Len:  5, Fitness_tra: 13
Rule 21: 12112, Class:  0, CF:0.0739288, Len:  5, Fitness_tra: 0
Rule 22: 1194b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 12222, Class:  0, CF:0.673553, Len:  5, Fitness_tra: 0
Rule 24: 1312b, Class:  0, CF:0.939967, Len:  5, Fitness_tra: 0
Rule 25: 34c8a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1d171, Class:  1, CF:0.943504, Len:  5, Fitness_tra: 0
Rule 27: 38229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 15724, Class:  1, CF:0.908253, Len:  5, Fitness_tra: 0
Rule 29: d2141, Class:  0, CF:0.482794, Len:  5, Fitness_tra: 0
Rule 30: 1c418, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 35144, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 32: 535b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 12744, Class:  0, CF:0.631874, Len:  5, Fitness_tra: 0
Rule 35: 11147, Class:  0, CF:0.902255, Len:  5, Fitness_tra: 0
Rule 36: 12114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5d11b, Class:  1, CF:0.677269, Len:  5, Fitness_tra: 0
Rule 38: 91145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 39: 98cbb, Class:  1, CF:0.954798, Len:  5, Fitness_tra: 0
Rule 40: e4781, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 41: 111c2, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 92111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1b11c, Class:  0, CF:0.998543, Len:  5, Fitness_tra: 3
Rule 44: 13912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: c1212, Class:  0, CF:0.190621, Len:  5, Fitness_tra: 0
Rule 46: d3122, Class:  0, CF:0.993261, Len:  5, Fitness_tra: 1
Rule 47: 2e214, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 2132b, Class:  0, CF:0.955988, Len:  5, Fitness_tra: 4
Rule 49: 32b11, Class:  1, CF:0.756998, Len:  5, Fitness_tra: 13
Rule 50: 00400, Class:  1, CF:0.0961945, Len:  1, Fitness_tra: 4
Rule 51: 15171, Class:  1, CF:0.962338, Len:  5, Fitness_tra: 0
Rule 52: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 15812, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 54: 8987b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 81344, Class:  0, CF:0.963131, Len:  5, Fitness_tra: 7
Rule 56: 1e22b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 32416, Class:  1, CF:0.960111, Len:  5, Fitness_tra: 41
Rule 58: 1c712, Class:  2, CF:0.365134, Len:  5, Fitness_tra: 0
Rule 59: 11124, Class:  0, CF:0.945962, Len:  5, Fitness_tra: 0
Rule 60: 121b1, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5c271, Class:  2, CF:0.226601, Len:  5, Fitness_tra: 0
Rule 62: 2c7b7, Class:  2, CF:0.735692, Len:  5, Fitness_tra: 0
Rule 63: 81147, Class:  0, CF:0.942526, Len:  5, Fitness_tra: 11
Rule 64: 1241b, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: ec48f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 15147, Class:  1, CF:0.856482, Len:  5, Fitness_tra: 0
Rule 67: 18272, Class:  1, CF:0.603643, Len:  5, Fitness_tra: 0
