------Generation 0------
Rule  1: d2122, Class:  0, CF:0.938387, Len:  5, Fitness_tra: 0
Rule  2: 355bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  3: 92c41, Class:  1, CF:0.972626, Len:  5, Fitness_tra: 0
Rule  4: 2d224, Class:  1, CF:0.862502, Len:  5, Fitness_tra: 0
Rule  5: 1b454, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  6: 15272, Class:  1, CF:0.974678, Len:  5, Fitness_tra: 0
Rule  7: 12154, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: d12b2, Class:  0, CF:0.955441, Len:  5, Fitness_tra: 0
Rule  9: 182b1, Class:  1, CF:0.835801, Len:  5, Fitness_tra: 0
Rule 10: e7751, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 95127, Class:  1, CF:0.989458, Len:  5, Fitness_tra: 0
Rule 12: 1121c, Class:  0, CF:0.997826, Len:  5, Fitness_tra: 0
Rule 13: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 91871, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 914b7, Class:  0, CF:0.959789, Len:  5, Fitness_tra: 0
Rule 16: 911b1, Class:  0, CF:0.961913, Len:  5, Fitness_tra: 41
Rule 17: 12224, Class:  0, CF:0.338469, Len:  5, Fitness_tra: 0
Rule 18: 5242e, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 514b2, Class:  0, CF:0.958937, Len:  5, Fitness_tra: 0
Rule 20: 11212, Class:  0, CF:0.313787, Len:  5, Fitness_tra: 0
Rule 21: 9bb21, Class:  0, CF:0.89121, Len:  5, Fitness_tra: 0
Rule 22: 182b1, Class:  1, CF:0.835801, Len:  5, Fitness_tra: 0
Rule 23: 51172, Class:  0, CF:0.985181, Len:  5, Fitness_tra: 22
Rule 24: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 92442, Class:  0, CF:0.886371, Len:  5, Fitness_tra: 0
Rule 26: 1151b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 00700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c1147, Class:  0, CF:0.812981, Len:  5, Fitness_tra: 4
Rule 29: dc271, Class:  2, CF:0.498117, Len:  5, Fitness_tra: 0
Rule 30: 13c21, Class:  2, CF:0.406241, Len:  5, Fitness_tra: 0
Rule 31: 81224, Class:  0, CF:0.919745, Len:  5, Fitness_tra: 0
Rule 32: 38444, Class:  1, CF:0.981717, Len:  5, Fitness_tra: 0
Rule 33: e1841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 142c1, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 98173, Class:  1, CF:0.612167, Len:  5, Fitness_tra: 0
Rule 36: f1112, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 37: 38142, Class:  1, CF:0.93641, Len:  5, Fitness_tra: 0
Rule 38: 1522b, Class:  1, CF:0.974678, Len:  5, Fitness_tra: 0
Rule 39: 13217, Class:  0, CF:0.286709, Len:  5, Fitness_tra: 0
Rule 40: d1742, Class:  0, CF:0.961484, Len:  5, Fitness_tra: 0
Rule 41: 51c12, Class:  1, CF:0.588524, Len:  5, Fitness_tra: 0
Rule 42: 14718, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 43: 1111b, Class:  0, CF:0.220518, Len:  5, Fitness_tra: 0
Rule 44: 11112, Class:  0, CF:0.600533, Len:  5, Fitness_tra: 9
Rule 45: 51442, Class:  0, CF:0.964047, Len:  5, Fitness_tra: 0
Rule 46: a715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8d82b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: ce272, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: 627c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 12121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 5c172, Class:  2, CF:0.821108, Len:  5, Fitness_tra: 0
Rule 52: 31412, Class:  1, CF:0.0711215, Len:  5, Fitness_tra: 0
Rule 53: 3b1c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 59147, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 351b7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 97111, Class:  0, CF:0.159097, Len:  5, Fitness_tra: -8
Rule 58: 3bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 52242, Class:  0, CF:0.866723, Len:  5, Fitness_tra: 0
Rule 60: 34bc9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
