------Generation 0------
Rule  1: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule  2: 1313511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 35315a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 11a3111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  5: 1166d24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 4161521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule  8: 22611d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 313313e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51a3118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 11ff552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11af15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15f1121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 14: 31a1ee9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 481a581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 3500500, Class:  1, CF:0.794061, Len:  3, Fitness_tra: -7
Rule 17: 14ff311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 18: 1bff511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000e00, Class:  1, CF:0.962246, Len:  1, Fitness_tra: 9
Rule 20: 11f3e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8b13151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 151f5e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 24: 9131d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1531285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1dff125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 65fa151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 55a3112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: 3d36522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2161d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 63a3652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 213f33e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 88fa125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 516f113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 35: 51f3818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0a00a0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3500500, Class:  1, CF:0.794061, Len:  3, Fitness_tra: 0
Rule 38: 396613e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d16d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 59a3163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2163128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 43: 256f551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 9333411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e66f158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1131311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
