------Generation 0------
Rule  1: 00000700a0000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 11f514155121d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: f971155925511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: fdb5e314821e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: a3351515115c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 16a155e955123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: f1f5411e52113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: b8f21d6331125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 7246252d95331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 0000000000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 28f555c123811, Class:  4, CF:  1, Len: 13, Fitness_tra: 4
Rule 12: 0000002000d49, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 00000d0000008, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000002000d49, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: ff655d1958183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: a331115d81d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 0600c0003000c, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b2f18e931c113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1923853511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4bb515228d231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 42b98c518d25d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000e000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000040c002d0, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000d0000000d0, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b26119334cc16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1149225361311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000c0e0000000, Class:  6, CF:0.026971, Len:  2, Fitness_tra: -24
Rule 28: 000e000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0005050000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000e000800900, Class:  0, CF:0.139774, Len:  3, Fitness_tra: -3
Rule 31: 72761111315d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0008e00d00000, Class:  6, CF:0.101318, Len:  3, Fitness_tra: 0
Rule 33: 0000000000d00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2b71151131951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6161912911311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 17218c118511d, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: bca51dc18e525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000000d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4561558529251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2113c81815111, Class: 10, CF:0.788755, Len: 13, Fitness_tra: 4
Rule 43: a634191d5d351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000d000400e0e, Class:  6, CF:  1, Len:  4, Fitness_tra: 4
Rule 45: 00000009d5000, Class:  0, CF:0.831354, Len:  3, Fitness_tra: 10
Rule 46: 02000050000d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: ae1551d311d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
