------Generation 0------
Rule  1: 2000200007004, Class:  0, CF:0.479381, Len:  4, Fitness_tra: -7
Rule  2: 159121222122c, Class:  0, CF:0.998567, Len: 13, Fitness_tra: 0
Rule  3: 121111118455c, Class:  0, CF:0.519429, Len: 13, Fitness_tra: 0
Rule  4: 040000c054500, Class:  0, CF:0.755726, Len:  5, Fitness_tra: 0
Rule  5: 1531141241211, Class:  1, CF:0.375185, Len: 13, Fitness_tra: 0
Rule  6: c111c11211151, Class:  0, CF:0.161899, Len: 13, Fitness_tra: 0
Rule  7: 3451131115111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule  8: 200000000b007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 51ddc11913212, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 511d121113248, Class:  0, CF:0.999994, Len: 13, Fitness_tra: 0
Rule 11: 3c11d5d581515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11111c21c9211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 2155111121514, Class:  1, CF:0.530247, Len: 13, Fitness_tra: 0
Rule 14: 3000000808205, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11d1111121212, Class:  0, CF:0.0491908, Len: 13, Fitness_tra: 0
Rule 16: c200058004000, Class:  0, CF:0.611795, Len:  5, Fitness_tra: 0
Rule 17: 151518232128c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3111211111428, Class:  1, CF:0.859751, Len: 13, Fitness_tra: 0
Rule 19: 3cd1c15858511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1212159111539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 11dd217941422, Class:  1, CF:0.809434, Len: 13, Fitness_tra: 0
Rule 22: 31e2111555535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 8080000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 3135115c51511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1251251c58d15, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 1355c2b31d142, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 2181115184511, Class:  0, CF:0.879101, Len: 13, Fitness_tra: 0
Rule 28: 2155118112111, Class:  1, CF:0.164079, Len: 13, Fitness_tra: 0
Rule 29: 2251155182112, Class:  0, CF:0.998637, Len: 13, Fitness_tra: 0
Rule 30: c000000087500, Class:  1, CF:0.474276, Len:  4, Fitness_tra: 0
Rule 31: 1c91811152111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 040000c004000, Class:  0, CF:0.62787, Len:  3, Fitness_tra: -23
Rule 33: e2528351d5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 8225211112131, Class:  2, CF:0.999062, Len: 13, Fitness_tra: 0
Rule 35: 8215118111d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000008004007, Class:  0, CF:0.565325, Len:  3, Fitness_tra: -5
Rule 37: c111218127511, Class:  1, CF:0.0437176, Len: 13, Fitness_tra: 0
Rule 38: 515112412111c, Class:  0, CF:0.99819, Len: 13, Fitness_tra: 0
Rule 39: 51dd1421c1128, Class:  0, CF:0.999998, Len: 13, Fitness_tra: 0
Rule 40: 1111412111812, Class:  0, CF:0.280952, Len: 13, Fitness_tra: 0
Rule 41: 1131c1211d111, Class:  2, CF:0.937178, Len: 13, Fitness_tra: 0
Rule 42: 15115122212bc, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 1111111c11111, Class:  1, CF:0.259843, Len: 13, Fitness_tra: 2
Rule 44: 3cd8139151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 18111dd81cd61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 5131211145c11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 1111211121112, Class:  1, CF:0.370775, Len: 13, Fitness_tra: 0
Rule 48: 000000c00c000, Class:  0, CF:0.94893, Len:  2, Fitness_tra: 24
Rule 49: 12dc195151535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5111851c88815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: d11d111125c28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 311111115113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2115211114111, Class:  2, CF:0.902813, Len: 13, Fitness_tra: 0
Rule 54: 2111115111112, Class:  0, CF:0.926862, Len: 13, Fitness_tra: 0
Rule 55: 5155112321211, Class:  1, CF:0.772425, Len: 13, Fitness_tra: 0
Rule 56: 1151182121851, Class:  0, CF:0.251138, Len: 13, Fitness_tra: 0
Rule 57: 123112b14111c, Class:  1, CF:0.298069, Len: 13, Fitness_tra: 0
Rule 58: 8000000000002, Class:  0, CF:0.38502, Len:  2, Fitness_tra: -41
Rule 59: 921515515c155, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 51151143c1448, Class:  0, CF:0.85867, Len: 13, Fitness_tra: 0
Rule 61: 1211851c5c119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: c215111121591, Class:  1, CF:0.998643, Len: 13, Fitness_tra: 0
Rule 63: 21d1111522112, Class:  2, CF:0.961049, Len: 13, Fitness_tra: 0
Rule 64: 911d821342122, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: 5115112311148, Class:  0, CF:0.920735, Len: 13, Fitness_tra: 0
Rule 66: 9155127121211, Class:  1, CF:0.931908, Len: 13, Fitness_tra: 0
Rule 67: 2211115114512, Class:  0, CF:0.990504, Len: 13, Fitness_tra: 0
Rule 68: 00008040c0000, Class:  0, CF:0.695456, Len:  3, Fitness_tra: 0
Rule 69: 3411855118511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 31551c2111112, Class:  1, CF:0.974524, Len: 13, Fitness_tra: 0
Rule 71: 1155111181511, Class:  1, CF:0.72763, Len: 13, Fitness_tra: 0
Rule 72: 1113112121111, Class:  1, CF:0.407903, Len: 13, Fitness_tra: 0
Rule 73: 11d111411141c, Class:  0, CF:0.789918, Len: 13, Fitness_tra: 0
Rule 74: 11521151d5211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 315c1e3115815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2255215111511, Class:  1, CF:0.801527, Len: 13, Fitness_tra: 0
Rule 77: 1451113251193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1115c51111192, Class:  1, CF:0.827933, Len: 13, Fitness_tra: 0
Rule 79: 1481222181d11, Class:  1, CF:0.235488, Len: 13, Fitness_tra: 0
Rule 80: 000080b040000, Class:  2, CF:0.150602, Len:  3, Fitness_tra: -2
Rule 81: 2125c58121152, Class:  0, CF:0.891963, Len: 13, Fitness_tra: 0
Rule 82: d115122312c11, Class:  1, CF:0.455405, Len: 13, Fitness_tra: 0
Rule 83: 563582b111721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3c121d1211111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 2111112114152, Class:  0, CF:0.917382, Len: 13, Fitness_tra: 0
Rule 86: 1151112111221, Class:  1, CF:0.106073, Len: 13, Fitness_tra: 0
Rule 87: 155d817111211, Class:  2, CF:0.820409, Len: 13, Fitness_tra: 0
Rule 88: 1811291c21531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5115812111412, Class:  2, CF:0.1869, Len: 13, Fitness_tra: 0
Rule 90: 1115211114111, Class:  2, CF:0.833323, Len: 13, Fitness_tra: 0
Rule 91: 11911c191d722, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 1155c14113111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 113182b9c112c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 9c11cd185c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1151541811412, Class:  0, CF:0.98862, Len: 13, Fitness_tra: 0
Rule 96: 189555111c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 5115551188135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 115d114111241, Class:  1, CF:0.696351, Len: 13, Fitness_tra: 1
Rule 99: 1255218152512, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 1111122181511, Class:  1, CF:0.823285, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.8012
------Result------
Miss_rate(tra)	:53.8012
Miss_rate(tst)	:61.1111
ARL				:11.7027

------Generation 0------
Rule  1: 000000c00c000, Class:  0, CF:0.94893, Len:  2, Fitness_tra: 37
Rule  2: 1111111c11111, Class:  1, CF:0.259843, Len: 13, Fitness_tra: 7
Rule  3: 115d114111241, Class:  1, CF:0.696351, Len: 13, Fitness_tra: 4
Rule  4: 1111122181511, Class:  1, CF:0.823285, Len: 13, Fitness_tra: 1
Rule  5: 1531141241211, Class:  1, CF:0.375185, Len: 13, Fitness_tra: 0
Rule  6: c111c11211151, Class:  0, CF:0.161899, Len: 13, Fitness_tra: 0
Rule  7: 3451131115111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule  8: 200000000b007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 51ddc11913212, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 511d121113248, Class:  0, CF:0.999994, Len: 13, Fitness_tra: 0
Rule 11: 3c11d5d581515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11111c21c9211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 2155111121514, Class:  1, CF:0.530247, Len: 13, Fitness_tra: 0
Rule 14: 3000000808205, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11d1111121212, Class:  0, CF:0.0491908, Len: 13, Fitness_tra: 0
Rule 16: c200058004000, Class:  0, CF:0.611795, Len:  5, Fitness_tra: 0
Rule 17: 151518232128c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3111211111428, Class:  1, CF:0.859751, Len: 13, Fitness_tra: 0
Rule 19: 3cd1c15858511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1212159111539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 11dd217941422, Class:  1, CF:0.809434, Len: 13, Fitness_tra: 0
Rule 22: 31e2111555535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 8080000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 3135115c51511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1251251c58d15, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 1355c2b31d142, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 2181115184511, Class:  0, CF:0.879101, Len: 13, Fitness_tra: 0
Rule 28: 2155118112111, Class:  1, CF:0.164079, Len: 13, Fitness_tra: 0
Rule 29: 2251155182112, Class:  0, CF:0.998637, Len: 13, Fitness_tra: 0
Rule 30: c000000087500, Class:  1, CF:0.474276, Len:  4, Fitness_tra: 4
Rule 31: 1c91811152111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: e2528351d5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 8225211112131, Class:  2, CF:0.999062, Len: 13, Fitness_tra: 9
Rule 34: 8215118111d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1255218152512, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: c111218127511, Class:  1, CF:0.0437176, Len: 13, Fitness_tra: 0
Rule 37: 515112412111c, Class:  0, CF:0.99819, Len: 13, Fitness_tra: 0
Rule 38: 51dd1421c1128, Class:  0, CF:0.999998, Len: 13, Fitness_tra: 0
Rule 39: 1111412111812, Class:  0, CF:0.280952, Len: 13, Fitness_tra: -1
Rule 40: 1131c1211d111, Class:  2, CF:0.937178, Len: 13, Fitness_tra: 0
Rule 41: 15115122212bc, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 159121222122c, Class:  0, CF:0.998567, Len: 13, Fitness_tra: 0
Rule 43: 3cd8139151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 18111dd81cd61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5131211145c11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111211121112, Class:  1, CF:0.370775, Len: 13, Fitness_tra: 1
Rule 47: 121111118455c, Class:  0, CF:0.519429, Len: 13, Fitness_tra: 0
Rule 48: 12dc195151535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5111851c88815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: d11d111125c28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 311111115113d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2115211114111, Class:  2, CF:0.902813, Len: 13, Fitness_tra: 0
Rule 53: 2111115111112, Class:  0, CF:0.926862, Len: 13, Fitness_tra: 0
Rule 54: 5155112321211, Class:  1, CF:0.772425, Len: 13, Fitness_tra: 0
