------Generation 0------
Rule  1: d8417, Class:  0, CF:0.485087, Len:  5, Fitness_tra: 0
Rule  2: 55547, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: d8177, Class:  0, CF:0.752433, Len:  5, Fitness_tra: 0
Rule  4: 11472, Class:  2, CF:0.918411, Len:  5, Fitness_tra: 0
Rule  5: 51172, Class:  2, CF:0.986098, Len:  5, Fitness_tra: 3
Rule  6: 00c00, Class:  1, CF:0.978937, Len:  1, Fitness_tra: 55
Rule  7: 62122, Class:  1, CF:0.953431, Len:  5, Fitness_tra: 0
Rule  8: 94125, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule  9: 00b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 11124, Class:  2, CF:0.949492, Len:  5, Fitness_tra: 0
Rule 12: 00400, Class:  1, CF:0.0820569, Len:  1, Fitness_tra: -34
Rule 13: 11731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 11414, Class:  2, CF:0.172759, Len:  5, Fitness_tra: 0
Rule 15: 91241, Class:  2, CF:0.8626, Len:  5, Fitness_tra: 0
Rule 16: 3112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 17bc1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: 111bb, Class:  2, CF:0.783826, Len:  5, Fitness_tra: 11
Rule 19: 37212, Class:  0, CF:0.0237308, Len:  5, Fitness_tra: 0
Rule 20: 51117, Class:  2, CF:0.737888, Len:  5, Fitness_tra: 20
Rule 21: e2116, Class:  1, CF:0.293588, Len:  5, Fitness_tra: 2
Rule 22: 11c23, Class:  1, CF:0.958686, Len:  5, Fitness_tra: 0
Rule 23: 1d444, Class:  1, CF:0.922725, Len:  5, Fitness_tra: 0
Rule 24: 52444, Class:  2, CF:0.884713, Len:  5, Fitness_tra: 0
Rule 25: 311b1, Class:  1, CF:0.0395707, Len:  5, Fitness_tra: 0
Rule 26: 94121, Class:  2, CF:0.795827, Len:  5, Fitness_tra: 0
Rule 27: 14751, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 28: 5c4b1, Class:  0, CF:0.452428, Len:  5, Fitness_tra: 0
Rule 29: 92131, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 81121, Class:  2, CF:0.814395, Len:  5, Fitness_tra: 10
Rule 31: 12412, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 118b7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 33: e847b, Class:  1, CF:0.291432, Len:  5, Fitness_tra: 0
Rule 34: 12421, Class:  1, CF:0.444006, Len:  5, Fitness_tra: 0
Rule 35: 192b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 36: 15171, Class:  1, CF:0.965746, Len:  5, Fitness_tra: 0
