------Generation 0------
Rule  1: d3122, Class:  2, CF:0.99314, Len:  5, Fitness_tra: 0
Rule  2: 332bb, Class:  0, CF:0.118139, Len:  5, Fitness_tra: 0
Rule  3: 92441, Class:  2, CF:0.242728, Len:  5, Fitness_tra: 0
Rule  4: 15124, Class:  1, CF:0.839532, Len:  5, Fitness_tra: 0
Rule  5: 1b487, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule  6: 15274, Class:  1, CF:0.968205, Len:  5, Fitness_tra: 0
Rule  7: 15174, Class:  1, CF:0.839532, Len:  5, Fitness_tra: 0
Rule  8: 32452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 152b1, Class:  1, CF:0.9912, Len:  5, Fitness_tra: 0
Rule 10: c6d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 6211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1122b, Class:  2, CF:0.759158, Len:  5, Fitness_tra: 0
Rule 13: 91b21, Class:  2, CF:0.918046, Len:  5, Fitness_tra: 0
Rule 14: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 00700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5c472, Class:  0, CF:0.558014, Len:  5, Fitness_tra: 0
Rule 17: 38111, Class:  1, CF:0.975654, Len:  5, Fitness_tra: 4
Rule 18: 32241, Class:  1, CF:0.955488, Len:  5, Fitness_tra: 0
Rule 19: e1871, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: 58211, Class:  1, CF:0.686727, Len:  5, Fitness_tra: -1
Rule 21: 11477, Class:  2, CF:0.772714, Len:  5, Fitness_tra: 0
Rule 22: c1127, Class:  2, CF:0.903873, Len:  5, Fitness_tra: 4
Rule 23: 38141, Class:  1, CF:0.951816, Len:  5, Fitness_tra: 0
Rule 24: 182b2, Class:  1, CF:0.426811, Len:  5, Fitness_tra: 0
Rule 25: 55211, Class:  1, CF:0.970403, Len:  5, Fitness_tra: 0
Rule 26: 9147b, Class:  2, CF:0.974642, Len:  5, Fitness_tra: 0
Rule 27: 1117b, Class:  2, CF:0.839708, Len:  5, Fitness_tra: 1
Rule 28: e2212, Class:  2, CF:0.388775, Len:  5, Fitness_tra: 0
Rule 29: 2c114, Class:  0, CF:0.683656, Len:  5, Fitness_tra: 35
Rule 30: 23142, Class:  2, CF:0.986142, Len:  5, Fitness_tra: 5
Rule 31: 9c225, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 32: 1a511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51417, Class:  2, CF:0.532903, Len:  5, Fitness_tra: 0
Rule 34: 91728, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 111b4, Class:  2, CF:0.905624, Len:  5, Fitness_tra: 3
Rule 36: 51241, Class:  2, CF:0.784284, Len:  5, Fitness_tra: 0
Rule 37: 511b1, Class:  2, CF:0.891425, Len:  5, Fitness_tra: 41
Rule 38: 3412c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 37215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1d121, Class:  1, CF:0.918338, Len:  5, Fitness_tra: 0
Rule 41: 94281, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 111b2, Class:  2, CF:0.936968, Len:  5, Fitness_tra: 4
Rule 43: 11112, Class:  2, CF:0.545662, Len:  5, Fitness_tra: -5
Rule 44: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1524b, Class:  1, CF:0.968205, Len:  5, Fitness_tra: 0
Rule 46: 61784, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 9723c, Class:  2, CF:0.999601, Len:  5, Fitness_tra: 0
Rule 48: 92425, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: 19811, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 51114, Class:  2, CF:0.798854, Len:  5, Fitness_tra: 13
Rule 51: 21542, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: 17222, Class:  2, CF:0.846751, Len:  5, Fitness_tra: 0
Rule 53: d1c17, Class:  1, CF:0.401669, Len:  5, Fitness_tra: 0
Rule 54: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 91274, Class:  2, CF:0.984985, Len:  5, Fitness_tra: 0
Rule 56: 51755, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d1124, Class:  2, CF:0.983128, Len:  5, Fitness_tra: 8
Rule 58: 0e000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 59: a4221, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 60: 35227, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: e9272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 92b18, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 91435, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 64: 11241, Class:  2, CF:0.197048, Len:  5, Fitness_tra: 0
Rule 65: 55141, Class:  1, CF:0.821678, Len:  5, Fitness_tra: 0
Rule 66: 922b1, Class:  2, CF:0.190603, Len:  5, Fitness_tra: 0
Rule 67: 52138, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 56944, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 32415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 14bc1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 71: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 05000, Class:  1, CF:0.971423, Len:  1, Fitness_tra: 57
Rule 73: 83d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c1d7b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 924b7, Class:  2, CF:0.893845, Len:  5, Fitness_tra: 0
Rule 76: eb147, Class:  2, CF:0.993265, Len:  5, Fitness_tra: 0
Rule 77: 94b82, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 78: 58cb4, Class:  1, CF:0.889315, Len:  5, Fitness_tra: 0
Rule 79: dc42b, Class:  0, CF:0.825852, Len:  5, Fitness_tra: 0
Rule 80: 111b7, Class:  2, CF:0.863944, Len:  5, Fitness_tra: 7
Rule 81: 11121, Class:  2, CF:0.68595, Len:  5, Fitness_tra: 0
Rule 82: a22c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 12211, Class:  1, CF:0.749948, Len:  5, Fitness_tra: -35
Rule 84: 941cf, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: 00800, Class:  1, CF:  1, Len:  1, Fitness_tra: 25
Rule 86: 1a114, Class:  2, CF:0.972077, Len:  5, Fitness_tra: 9
Rule 87: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: c3544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11122, Class:  2, CF:0.962508, Len:  5, Fitness_tra: 0
Rule 90: 61872, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 91: 891bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: 57115, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule 93: 1b191, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 114b7, Class:  2, CF:0.736792, Len:  5, Fitness_tra: 0
Rule 96: 18cb1, Class:  1, CF:0.995381, Len:  5, Fitness_tra: 0
Rule 97: e11c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 2
Rule 98: 31411, Class:  1, CF:0.770785, Len:  5, Fitness_tra: -3
Rule 99: 31214, Class:  1, CF:0.209732, Len:  5, Fitness_tra: 0
Rule100: 34411, Class:  1, CF:0.891451, Len:  5, Fitness_tra: 11
------Current------
Miss_rate(tra)	:75.8333
------Result------
Miss_rate(tra)	:75.8333
Miss_rate(tst)	:51.1628
ARL				:4.8481

------Generation 0------
