------Generation 0------
Rule  1: 1141, Class:  2, CF:0.315004, Len:  4, Fitness_tra: -1
Rule  2: 0005, Class:  2, CF:0.352601, Len:  1, Fitness_tra: 25
Rule  3: 9346, Class:  0, CF:0.702899, Len:  4, Fitness_tra: 1
Rule  4: 6131, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 6055, Class:  2, CF:  1, Len:  3, Fitness_tra: 11
Rule  6: 2611, Class:  0, CF:0.252476, Len:  4, Fitness_tra: 0
Rule  7: 0005, Class:  2, CF:0.352601, Len:  1, Fitness_tra: 0
Rule  8: 5211, Class:  0, CF:0.972963, Len:  4, Fitness_tra: 3
Rule  9: 5300, Class:  2, CF:0.0566038, Len:  2, Fitness_tra: 0
Rule 10: 2111, Class:  0, CF:0.51668, Len:  4, Fitness_tra: 0
Rule 11: 5222, Class:  0, CF:0.0695025, Len:  4, Fitness_tra: 0
Rule 12: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 0340, Class:  2, CF:0.57529, Len:  2, Fitness_tra: 12
Rule 14: 0050, Class:  2, CF:0.353116, Len:  1, Fitness_tra: 21
Rule 15: 1113, Class:  0, CF:0.0541331, Len:  4, Fitness_tra: 0
Rule 16: 4221, Class:  0, CF:0.459141, Len:  4, Fitness_tra: 2
Rule 17: 2615, Class:  2, CF:0.424638, Len:  4, Fitness_tra: 0
Rule 18: 7221, Class:  0, CF:0.263393, Len:  4, Fitness_tra: 0
Rule 19: 6602, Class:  2, CF:0.975268, Len:  3, Fitness_tra: 6
Rule 20: 2400, Class:  0, CF:0.246575, Len:  2, Fitness_tra: 1
Rule 21: 4450, Class:  2, CF:0.37037, Len:  3, Fitness_tra: 3
Rule 22: 4651, Class:  2, CF:0.809346, Len:  4, Fitness_tra: 2
Rule 23: 1142, Class:  2, CF:0.849257, Len:  4, Fitness_tra: 8
Rule 24: 45d0, Class:  0, CF:0.185185, Len:  3, Fitness_tra: 0
Rule 25: 2112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3111, Class:  2, CF:0.0623209, Len:  4, Fitness_tra: 0
Rule 27: 2611, Class:  0, CF:0.252476, Len:  4, Fitness_tra: 0
Rule 28: 1411, Class:  0, CF:0.229373, Len:  4, Fitness_tra: -1
Rule 29: 3640, Class:  2, CF:0.918819, Len:  3, Fitness_tra: 0
Rule 30: 6311, Class:  2, CF:0.378436, Len:  4, Fitness_tra: 0
Rule 31: 5000, Class:  0, CF:0.329412, Len:  1, Fitness_tra: 4
Rule 32: 5500, Class:  0, CF:0.841584, Len:  2, Fitness_tra: 26
Rule 33: 2431, Class:  0, CF:0.962652, Len:  4, Fitness_tra: 6
Rule 34: 1357, Class:  2, CF:0.985748, Len:  4, Fitness_tra: 1
Rule 35: 4331, Class:  0, CF:0.347059, Len:  4, Fitness_tra: 0
Rule 36: c020, Class:  2, CF:0.220183, Len:  2, Fitness_tra: 0
Rule 37: 0500, Class:  0, CF:0.416667, Len:  1, Fitness_tra: 12
Rule 38: 4250, Class:  2, CF:0.0902256, Len:  3, Fitness_tra: 0
Rule 39: 6620, Class:  2, CF:0.974895, Len:  3, Fitness_tra: 7
Rule 40: 4116, Class:  0, CF:0.640936, Len:  4, Fitness_tra: 3
Rule 41: 0005, Class:  2, CF:0.352601, Len:  1, Fitness_tra: 0
Rule 42: 2166, Class:  0, CF:0.949766, Len:  4, Fitness_tra: 2
Rule 43: 3314, Class:  2, CF:0.784615, Len:  4, Fitness_tra: 4
Rule 44: 4063, Class:  0, CF:0.922535, Len:  3, Fitness_tra: 15
Rule 45: 1331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0044, Class:  2, CF:0.0670554, Len:  2, Fitness_tra: 0
Rule 48: 2145, Class:  2, CF:0.601555, Len:  4, Fitness_tra: 2
Rule 49: 4614, Class:  2, CF:0.166904, Len:  4, Fitness_tra: 0
Rule 50: 3211, Class:  0, CF:0.323188, Len:  4, Fitness_tra: 0
Rule 51: 1113, Class:  0, CF:0.0541331, Len:  4, Fitness_tra: 0
Rule 52: 3511, Class:  0, CF:0.562273, Len:  4, Fitness_tra: 0
Rule 53: 4035, Class:  0, CF:0.223529, Len:  3, Fitness_tra: 0
Rule 54: b113, Class:  0, CF:0.194245, Len:  4, Fitness_tra: 0
Rule 55: 4111, Class:  0, CF:0.27204, Len:  4, Fitness_tra: 0
Rule 56: 0040, Class:  2, CF:0.00230947, Len:  1, Fitness_tra: 0
Rule 57: 5035, Class:  0, CF:0.548872, Len:  3, Fitness_tra: 0
Rule 58: 3291, Class:  2, CF:0.266163, Len:  4, Fitness_tra: 0
Rule 59: 6524, Class:  2, CF:0.760532, Len:  4, Fitness_tra: 2
Rule 60: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2111, Class:  0, CF:0.51668, Len:  4, Fitness_tra: 0
Rule 62: 1141, Class:  2, CF:0.315004, Len:  4, Fitness_tra: 0
Rule 63: 7113, Class:  0, CF:0.377049, Len:  4, Fitness_tra: 0
Rule 64: 2530, Class:  0, CF:0.982022, Len:  3, Fitness_tra: 12
Rule 65: 7132, Class:  2, CF:0.0947832, Len:  4, Fitness_tra: 0
Rule 66: 1655, Class:  2, CF:  1, Len:  4, Fitness_tra: 2
Rule 67: 0554, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3121, Class:  2, CF:0.736575, Len:  4, Fitness_tra: 6
Rule 69: 1236, Class:  0, CF:0.927195, Len:  4, Fitness_tra: 5
Rule 70: 5433, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 71: 1213, Class:  0, CF:0.725054, Len:  4, Fitness_tra: 7
Rule 72: 2566, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 73: 2156, Class:  0, CF:0.115657, Len:  4, Fitness_tra: 0
Rule 74: 6340, Class:  2, CF:0.920578, Len:  3, Fitness_tra: 9
Rule 75: 2431, Class:  0, CF:0.962652, Len:  4, Fitness_tra: 0
Rule 76: 1612, Class:  2, CF:0.778307, Len:  4, Fitness_tra: 3
Rule 77: 2500, Class:  0, CF:0.708824, Len:  2, Fitness_tra: 19
