------Generation 0------
Rule  1: 85dcb132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 31844111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 25181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 59122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: c1587be9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 2111bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 2511129c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 11d12218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 95824232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: d885bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 15211131, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 12: 5558bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1181b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 15cc2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 1d2c2154, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 16: 5511b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11522711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1112b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 11527b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 11221b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: c1851b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 55117421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 53124138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 51d1b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 28d142e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 13122b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1c247212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: dd51b1e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 51d1bb5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1d214151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 515c441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 128221e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 33: 81817498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5511b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 8181119c, Class:  0, CF:0.999942, Len:  8, Fitness_tra: 0
Rule 36: 1381b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1528bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: d523215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 39: 51827b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1118429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 18514212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 51817458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: d88c7752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 15817be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 81142492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 19111452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 5511b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: c254b158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
