------Generation 0------
Rule  1: 5551bb11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 5118215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  3: 5512279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 9321421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 222c7118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: c0000000, Class:  1, CF:0.0226452, Len:  1, Fitness_tra: -79
Rule  7: 8215211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 28581131, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  9: 81147be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: d1517131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 8c111b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 8828b314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 141c111c, Class:  0, CF:0.863037, Len:  8, Fitness_tra: 2
Rule 15: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: cd8c2fe2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 17: 12147b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15d2b2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 53121711, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 20: 1cdc4751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d154b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51527f3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 5119715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 8d117fec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 255cbb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8d524133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 19c14494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 21141a3c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 52821331, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 32: 115c7812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 18212332, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 528c443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5551b75c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 52c27f32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1184f1e1, Class:  0, CF:0.983094, Len:  8, Fitness_tra: 3
Rule 40: 518123e4, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 55517a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11d11b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 125112e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 51814118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d1157212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 158d2499, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 52811114, Class:  0, CF:0.783483, Len:  8, Fitness_tra: 3
Rule 50: 155c1f38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 84141a34, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule 52: 2112733c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 82117e3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2888b391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 22241398, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 57: 18252732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 192d111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 59: cd521a14, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 60: 58d17992, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 555574e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11114238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1c81b311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 90
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11cd74dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5522111c, Class:  0, CF:0.938235, Len:  8, Fitness_tra: 0
Rule 68: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 58
Rule 69: 1881b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d547b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 151c235c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 72: 581529ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 311574d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1122219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 75: 04000000, Class:  1, CF:0.0238327, Len:  1, Fitness_tra: 275
Rule 76: 128c7b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 11cc2131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 811c72ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 18827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1521b6ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5385b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 53c24718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 21821112, Class:  0, CF:0.56074, Len:  8, Fitness_tra: 0
Rule 84: c8d2be32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 555c2458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 52111552, Class:  1, CF:0.944776, Len:  8, Fitness_tra: 0
Rule 87: d2127194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: cc141191, Class:  0, CF:0.438419, Len:  8, Fitness_tra: 9
Rule 89: 12112b9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1221115c, Class:  0, CF:0.952249, Len:  8, Fitness_tra: 36
Rule 91: 52284b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 93: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1251139c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 95: 51124151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00080000, Class:  0, CF:0.271133, Len:  1, Fitness_tra: -9
Rule 98: cc22723d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 28822b52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 281c1435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:72.9894
------Result------
Miss_rate(tra)	:72.9894
Miss_rate(tst)	:67.5676
ARL				:4.55

------Generation 0------
Rule  1: 04000000, Class:  1, CF:0.0238327, Len:  1, Fitness_tra: -15
Rule  2: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 79
Rule  3: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 56
Rule  4: 1221115c, Class:  0, CF:0.952249, Len:  8, Fitness_tra: 1
Rule  5: cc141191, Class:  0, CF:0.438419, Len:  8, Fitness_tra: 9
Rule  6: 84141a34, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  7: 1184f1e1, Class:  0, CF:0.983094, Len:  8, Fitness_tra: 1
Rule  8: 52811114, Class:  0, CF:0.783483, Len:  8, Fitness_tra: 0
Rule  9: 141c111c, Class:  0, CF:0.863037, Len:  8, Fitness_tra: 1
Rule 10: 1122219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 5551bb11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 8c111b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 8828b314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5118215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: cd8c2fe2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 17: 12147b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15d2b2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 53121711, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 20: 1cdc4751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d154b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51527f3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 5119715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 8d117fec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 255cbb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8d524133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 19c14494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 21141a3c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 52821331, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 32: 115c7812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 18212332, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 528c443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5551b75c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 52c27f32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5512279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 518123e4, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 55517a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11d11b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 125112e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 51814118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d1157212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 158d2499, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 9321421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 155c1f38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 222c7118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2112733c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 82117e3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2888b391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 22241398, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 57: 18252732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 192d111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 59: cd521a14, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 60: 58d17992, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 555574e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11114238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1c81b311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 281c1435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11cd74dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5522111c, Class:  0, CF:0.938235, Len:  8, Fitness_tra: 0
Rule 68: 8215211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1881b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d547b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 151c235c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 72: 581529ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 311574d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 28581131, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 81147be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 128c7b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 11cc2131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 811c72ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 18827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1521b6ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11511fe1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 83: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 51d11be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d8541391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: 00000004, Class:  0, CF:0.0620941, Len:  1, Fitness_tra: -163
Rule 87: 1551211c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 88: 5152b132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 15212f58, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 90: 1281413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 510c02ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00d00000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 93: 18d8b8e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 01157280, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 18202730, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 88ab4134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00012030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: ccd527b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000020, Class:  1, CF:0.00105945, Len:  1, Fitness_tra: 0
Rule100: 5551bb1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:1.2519
------Result------
Miss_rate(tra)	:1.2519
Miss_rate(tst)	:2.7027
ARL				:5.10811

------Generation 1------
Rule  1: 04000000, Class:  1, CF:0.0238327, Len:  1, Fitness_tra: -15
Rule  2: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 79
Rule  3: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 56
Rule  4: 1221115c, Class:  0, CF:0.952249, Len:  8, Fitness_tra: 1
Rule  5: cc141191, Class:  0, CF:0.438419, Len:  8, Fitness_tra: 9
Rule  6: 84141a34, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  7: 1184f1e1, Class:  0, CF:0.983094, Len:  8, Fitness_tra: 1
Rule  8: 52811114, Class:  0, CF:0.783483, Len:  8, Fitness_tra: 0
Rule  9: 141c111c, Class:  0, CF:0.863037, Len:  8, Fitness_tra: 1
Rule 10: 1122219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 5551bb11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 8c111b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 8828b314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5118215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: cd8c2fe2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 17: 12147b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15d2b2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 53121711, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 20: 1cdc4751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d154b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51527f3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 5119715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 8d117fec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 255cbb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8d524133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 19c14494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 21141a3c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 52821331, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 32: 115c7812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 18212332, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 528c443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5551b75c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 52c27f32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5512279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 518123e4, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 55517a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11d11b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 125112e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 51814118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d1157212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 158d2499, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 9321421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 155c1f38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 222c7118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2112733c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 82117e3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2888b391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 22241398, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 57: 18252732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 192d111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 59: cd521a14, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 60: 58d17992, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 555574e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11114238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1c81b311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 281c1435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11cd74dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5522111c, Class:  0, CF:0.938235, Len:  8, Fitness_tra: 0
Rule 68: 8215211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1881b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d547b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 151c235c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 72: 581529ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 311574d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 28581131, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 81147be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 128c7b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 11cc2131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 811c72ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 18827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1521b6ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11511fe1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 83: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 51d11be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d8541391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: 00000004, Class:  0, CF:0.0620941, Len:  1, Fitness_tra: -163
Rule 87: 1551211c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 88: 5152b132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 15212f58, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 90: 1281413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 510c02ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00d00000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 93: 18d8b8e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
