------Generation 0------
Rule  1: 12812b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 215c7152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: c581b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 1d8dbb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 2152b231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 515c2411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 91517618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 12144458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 12d127e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11187bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 8d117132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 12512e14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 111276e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: c1147b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 151c1111, Class:  0, CF:0.479178, Len:  8, Fitness_tra: 1
Rule 18: 3d81bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 121c7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 151c7e98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 51512b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 211c7718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: d5844491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: d1827438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 8d512132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2514499c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 881c1998, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 29: 52122638, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000004, Class:  0, CF:0.0565826, Len:  1, Fitness_tra: 108
Rule 31: 8821129c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 32: 118c419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: c582b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
