------Generation 0------
Rule  1: 2c514799, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: c8117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 18112732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 11117a58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 11542511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 58121632, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  7: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1524b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 51244fe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 188816e4, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 1d187132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 58214b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 15117252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 12184291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 8112215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 17: 12114631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 811c439c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1551b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5811bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1852495c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2c21b45c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 12c54134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 18811231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 112177e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c51c71e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 85114be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 8d244198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 8d221be1, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 33: 55117b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 351147e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 151c2318, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 15814518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1224bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 80000000, Class:  1, CF:0.0436825, Len:  1, Fitness_tra: -34
Rule 40: 51117392, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 51d21231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 218821ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 18817a52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
