------Generation 0------
Rule  1: f351295133651211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 1953611911411234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 1113611115311471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 1111a61151111211, Class:  0, CF:  1, Len: 16, Fitness_tra: 9
Rule  5: 7f51111d92111231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 115d111711631123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 2321955411b18f36, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 21d63336391d1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 090e0000600d0c50, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 13161155f8e45b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 8111b2d212351a23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: c6155c27282e1a1f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1113111611613411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1111631d65321742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 115312141c15331f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 7111111161a31831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 461f13311532124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3a1611361e125172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1f26b57412643212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 711663f133315112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0000e050c0000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1351311c72125162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1a491192a1651c91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0e0a000500008000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 21111e2111311812, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 26: fa1ac31524141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1f437db1d7a15811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 237511542213133f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1376bd3513115114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 71131e5124249211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1351236611325b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111113113935924b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0805000600000000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 211113f131151c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1326291111421533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 131f93119d1c3414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1353113315111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1123254c11a15122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 161175441bf43c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 168f31555221dd35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11112d5811333114, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 42: 11831a119d119411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 41811131391d5812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 411313d3224211f1, Class:  0, CF:  1, Len: 16, Fitness_tra: 8
Rule 45: 461113ed51111568, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 111fe691121131fb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 05d0000000d00000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1123b52131686153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 112f512122125732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13d6115c247115f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3a51131119385747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5183215115359c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111f21d117111133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1111145ba2615319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1f13154815651112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3333115115115244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000e000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3151113135321242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13112312d2111841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 3f16111a113221b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 615a2339f118312b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1f114831a1131897, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3113113139111427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000005a2305d000, Class:  0, CF:0.985396, Len:  6, Fitness_tra: 9
Rule 65: 71263113151194a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 131f319d21125437, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1a13151b14616351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2912d461a9912a1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 311f11113361511b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 81633311d1a15122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 16132111a111311b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4126315217c25115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5116214251325171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11121762f33a2111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 7111ae1511112565, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11135918712197a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1f132d611b211311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 118a1928422b5711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1133631135121714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
