------Generation 0------
Rule  1: 23c35e8512421467, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 23251491f1311623, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 7825913613151c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 000a200000000000, Class:  0, CF:0.692116, Len:  2, Fitness_tra: 7
Rule  5: 1316a39112115141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 00005060050204a0, Class:  9, CF:0.960902, Len:  6, Fitness_tra: 5
Rule  7: 0900000000005d03, Class:  8, CF:  1, Len:  4, Fitness_tra: 1
Rule  8: 411f1a1e15323247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 23151431631a41b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1151114781136311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 21214234353116b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 5611751417a8d512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 0060300000004000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: ff11114212121812, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule 15: 1356999157121238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: fa162e5365315b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1a1e12d865131211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1111141481331f26, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1341712734a13116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1f41111127758633, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3111213111a19124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 563131e3151712b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 162611281511126b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 83111157b2415363, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 335625211bf21841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e5a991112f11bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 511636353591144b, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 28: 1115322111611a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 02eb070d800f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 13131115121497a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: a1131e3331353b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 265a3198111411f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
