------Generation 0------
Rule  1: 73515918221511a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 6616157824611112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 2129911a36313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 41865111121297fb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 1a151512174111f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 1671581121d1f113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 738a915d2121d4f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 61561d1cd2613171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 11b8c4921d135f71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: d31613e1a5118712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0000000000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 8e136e9d35378b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 8e5a312227415262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 41131a3663521221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11267d1217313113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 418f311d5212d8ac, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 235399121778d1f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 600006000e000000, Class:  9, CF:  1, Len:  3, Fitness_tra: 0
Rule 19: 111a13331511111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000a00009000c000, Class:  0, CF:0.160804, Len:  3, Fitness_tra: 0
Rule 21: 4116911254215161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1691113313128424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 7f56a11112141c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1333131365311271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1a71115b3c399a43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 21213512b719133a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11131f1118271217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 131663a363351454, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: b11311321712d1f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2313163552541231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 11ef1a81959c147b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 26251114122d2a36, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1a5e2115526d1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 115f311542415117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: f1131911f3385177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1a1111821c6de31f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2524143233912125, Class:  6, CF:0.99998, Len: 16, Fitness_tra: 0
Rule 38: 11111a4519a31227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f333851111843411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 361319f161121141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1346711111116214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b35a331131121861, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: ba00000000000008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 131f551122185df1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1611181b1111a11f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 05f9000000007005, Class:  8, CF:0.846234, Len:  5, Fitness_tra: 1
Rule 47: 1fe121811d928447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1121111311115414, Class:  8, CF:  1, Len: 16, Fitness_tra: 2
Rule 49: 1f11112112f25128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13139852b41516ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 31c1221711a9ea11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 23331918112211f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 21139d1221411111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: d313a15522b11237, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4111163111a21bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1a15179131131121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8613721232113aca, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 468f5318111211a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 361a299131681421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1a912115248b3121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1323111911111221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000090d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1351131121111b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 112f512d212717a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 41811e1111141412, Class:  9, CF:0.877883, Len: 16, Fitness_tra: 0
Rule 66: 451933a619155182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1311b11df1111214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1316131127421513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000a000000000000, Class:  0, CF:0.717391, Len:  1, Fitness_tra: 7
Rule 70: b156133151111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: c1b1275ba8361a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000002000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f111211161611224, Class:  5, CF:  1, Len: 16, Fitness_tra: 2
Rule 74: 131a114955a251b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1a11711131a51217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3316a31962115422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3a51111512611154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 765a1361315412f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 5113211214221113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 71c15111111237f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1311b2d73c131f41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1111422111f53111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3911411113611127, Class:  7, CF:  1, Len: 16, Fitness_tra: 7
Rule 84: 2141b15131653f1a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00603003050c7000, Class:  4, CF:0.802728, Len:  6, Fitness_tra: 4
