------Generation 0------
Rule  1: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  2: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  3: 124, Class:  0, CF:0.441474, Len:  3, Fitness_tra: 1
Rule  4: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  5: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  6: 514, Class:  0, CF:0.511618, Len:  3, Fitness_tra: 0
Rule  7: 392, Class:  0, CF:0.463614, Len:  3, Fitness_tra: 0
Rule  8: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  9: 00b, Class:  0, CF:0.389533, Len:  1, Fitness_tra: -46
Rule 10: 442, Class:  0, CF:0.539671, Len:  3, Fitness_tra: 0
Rule 11: 362, Class:  0, CF:0.355417, Len:  3, Fitness_tra: 0
Rule 12: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 13: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 14: 212, Class:  0, CF:0.562091, Len:  3, Fitness_tra: 0
Rule 15: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 16: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 17: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 18: 117, Class:  0, CF:0.358734, Len:  3, Fitness_tra: 0
Rule 19: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 20: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 21: 008, Class:  0, CF:0.500473, Len:  1, Fitness_tra: -2
Rule 22: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 23: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 24: d54, Class:  0, CF:0.395539, Len:  3, Fitness_tra: 0
Rule 25: 11b, Class:  0, CF:0.31405, Len:  3, Fitness_tra: 0
Rule 26: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 27: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 28: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 29: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
