------Generation 0------
Rule  1: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  2: 13b, Class:  0, CF:0.33184, Len:  3, Fitness_tra: 0
Rule  3: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  4: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  5: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  6: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  7: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  8: 11b, Class:  0, CF:0.318591, Len:  3, Fitness_tra: 0
Rule  9: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 10: 914, Class:  0, CF:0.426786, Len:  3, Fitness_tra: 0
Rule 11: 15b, Class:  0, CF:0.327211, Len:  3, Fitness_tra: 0
Rule 12: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 13: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 14: 512, Class:  0, CF:0.543548, Len:  3, Fitness_tra: 0
Rule 15: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 16: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 17: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 18: 122, Class:  0, CF:0.400998, Len:  3, Fitness_tra: 0
Rule 19: 52b, Class:  0, CF:0.490718, Len:  3, Fitness_tra: 0
Rule 20: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 21: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 22: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 23: 222, Class:  0, CF:0.449466, Len:  3, Fitness_tra: 0
Rule 24: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 25: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 26: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 27: 157, Class:  0, CF:0.390878, Len:  3, Fitness_tra: 0
