------Generation 0------
Rule  1: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule  2: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule  3: 008, Class:  0, CF:0.555808, Len:  1, Fitness_tra: -2
Rule  4: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule  5: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule  6: 222, Class:  0, CF:0.444664, Len:  3, Fitness_tra: 0
Rule  7: d31, Class:  0, CF:0.144176, Len:  3, Fitness_tra: -5
Rule  8: 050, Class:  1, CF:0.00386395, Len:  1, Fitness_tra: 0
Rule  9: 131, Class:  1, CF:0.136249, Len:  3, Fitness_tra: 19
Rule 10: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 11: 1c7, Class:  0, CF:0.44494, Len:  3, Fitness_tra: 0
Rule 12: 121, Class:  1, CF:0.0283714, Len:  3, Fitness_tra: 0
Rule 13: 224, Class:  0, CF:0.490126, Len:  3, Fitness_tra: 0
Rule 14: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 15: 521, Class:  1, CF:0.176201, Len:  3, Fitness_tra: 14
Rule 16: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 17: 222, Class:  0, CF:0.444664, Len:  3, Fitness_tra: 0
Rule 18: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 19: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 20: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 21: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 22: 400, Class:  0, CF:0.0336938, Len:  1, Fitness_tra: -17
Rule 23: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 24: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 25: 581, Class:  1, CF:0.0153641, Len:  3, Fitness_tra: 0
Rule 26: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 27: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 28: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 29: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 30: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 31: 88b, Class:  0, CF:0.539137, Len:  3, Fitness_tra: -1
Rule 32: c27, Class:  0, CF:0.523688, Len:  3, Fitness_tra: -2
Rule 33: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 34: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 35: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 36: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 37: 272, Class:  0, CF:0.619448, Len:  3, Fitness_tra: 0
Rule 38: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 39: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 40: c1b, Class:  0, CF:0.618074, Len:  3, Fitness_tra: -2
Rule 41: 114, Class:  0, CF:0.406692, Len:  3, Fitness_tra: 0
Rule 42: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 43: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 44: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 45: 412, Class:  0, CF:0.573722, Len:  3, Fitness_tra: 0
Rule 46: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 47: 511, Class:  0, CF:0.176443, Len:  3, Fitness_tra: -1
Rule 48: d72, Class:  0, CF:0.669002, Len:  3, Fitness_tra: 0
Rule 49: 121, Class:  1, CF:0.0283714, Len:  3, Fitness_tra: 0
Rule 50: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 51: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 52: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 53: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 54: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 55: 221, Class:  1, CF:0.0569518, Len:  3, Fitness_tra: 0
Rule 56: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 57: 14b, Class:  0, CF:0.312915, Len:  3, Fitness_tra: 0
Rule 58: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 59: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 60: 1c2, Class:  0, CF:0.547665, Len:  3, Fitness_tra: 0
Rule 61: 251, Class:  1, CF:0.128129, Len:  3, Fitness_tra: 16
Rule 62: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 63: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 64: dc2, Class:  0, CF:0.6492, Len:  3, Fitness_tra: 0
Rule 65: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 66: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 67: 312, Class:  0, CF:0.134397, Len:  3, Fitness_tra: 0
Rule 68: 311, Class:  1, CF:0.22685, Len:  3, Fitness_tra: 36
Rule 69: 151, Class:  0, CF:0.0372082, Len:  3, Fitness_tra: 0
Rule 70: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 71: 21b, Class:  0, CF:0.559057, Len:  3, Fitness_tra: -1
Rule 72: 121, Class:  1, CF:0.0283714, Len:  3, Fitness_tra: 0
Rule 73: 131, Class:  1, CF:0.136249, Len:  3, Fitness_tra: 0
Rule 74: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 75: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 76: 007, Class:  0, CF:0.453842, Len:  1, Fitness_tra: 3
Rule 77: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 78: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 79: 5c4, Class:  0, CF:0.611495, Len:  3, Fitness_tra: 0
Rule 80: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 81: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 82: 517, Class:  0, CF:0.634729, Len:  3, Fitness_tra: 0
Rule 83: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 84: 300, Class:  1, CF:0.112987, Len:  1, Fitness_tra: 16
Rule 85: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 86: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 87: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 88: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 89: 114, Class:  0, CF:0.406692, Len:  3, Fitness_tra: 0
Rule 90: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 91: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 92: 137, Class:  0, CF:0.384389, Len:  3, Fitness_tra: 0
Rule 93: 13b, Class:  0, CF:0.379031, Len:  3, Fitness_tra: -1
Rule 94: 961, Class:  0, CF:0.653993, Len:  3, Fitness_tra: 1
Rule 95: 132, Class:  0, CF:0.332311, Len:  3, Fitness_tra: 0
Rule 96: 411, Class:  1, CF:0.0245142, Len:  3, Fitness_tra: 0
Rule 97: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 98: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 99: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule100: 931, Class:  0, CF:0.533485, Len:  3, Fitness_tra: -1
------Current------
Miss_rate(tra)	:36.9565
------Result------
Miss_rate(tra)	:36.9565
Miss_rate(tst)	:56.6667
ARL				:1.19

------Generation 0------
Rule  1: 311, Class:  1, CF:0.22685, Len:  3, Fitness_tra: 37
Rule  2: 131, Class:  1, CF:0.136249, Len:  3, Fitness_tra: 24
Rule  3: 300, Class:  1, CF:0.112987, Len:  1, Fitness_tra: 18
Rule  4: 251, Class:  1, CF:0.128129, Len:  3, Fitness_tra: 19
Rule  5: 521, Class:  1, CF:0.176201, Len:  3, Fitness_tra: 15
Rule  6: 007, Class:  0, CF:0.453842, Len:  1, Fitness_tra: -5
Rule  7: 961, Class:  0, CF:0.653993, Len:  3, Fitness_tra: 0
Rule  8: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule  9: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 10: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 11: 1c7, Class:  0, CF:0.44494, Len:  3, Fitness_tra: 0
Rule 12: 121, Class:  1, CF:0.0283714, Len:  3, Fitness_tra: 0
Rule 13: 224, Class:  0, CF:0.490126, Len:  3, Fitness_tra: 0
Rule 14: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 15: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 16: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 17: 222, Class:  0, CF:0.444664, Len:  3, Fitness_tra: 0
Rule 18: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 19: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 20: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 21: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 22: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 23: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 24: 581, Class:  1, CF:0.0153641, Len:  3, Fitness_tra: 0
Rule 25: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 26: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 27: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 28: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 29: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 30: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 31: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 32: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 33: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 34: 272, Class:  0, CF:0.619448, Len:  3, Fitness_tra: 0
Rule 35: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 36: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 37: 114, Class:  0, CF:0.406692, Len:  3, Fitness_tra: -1
Rule 38: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 39: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 40: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 41: 412, Class:  0, CF:0.573722, Len:  3, Fitness_tra: 1
Rule 42: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 43: d72, Class:  0, CF:0.669002, Len:  3, Fitness_tra: 0
Rule 44: 121, Class:  1, CF:0.0283714, Len:  3, Fitness_tra: 0
Rule 45: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 46: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 47: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 48: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 49: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 50: 221, Class:  1, CF:0.0569518, Len:  3, Fitness_tra: 4
Rule 51: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 52: 14b, Class:  0, CF:0.312915, Len:  3, Fitness_tra: 0
Rule 53: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 54: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 55: 1c2, Class:  0, CF:0.547665, Len:  3, Fitness_tra: 0
Rule 56: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 57: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 58: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 59: dc2, Class:  0, CF:0.6492, Len:  3, Fitness_tra: 0
Rule 60: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 61: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 62: 312, Class:  0, CF:0.134397, Len:  3, Fitness_tra: 0
Rule 63: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 64: 151, Class:  0, CF:0.0372082, Len:  3, Fitness_tra: 0
Rule 65: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 66: 121, Class:  1, CF:0.0283714, Len:  3, Fitness_tra: 0
Rule 67: 131, Class:  1, CF:0.136249, Len:  3, Fitness_tra: 0
Rule 68: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 69: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 70: 222, Class:  0, CF:0.444664, Len:  3, Fitness_tra: 0
Rule 71: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 72: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 73: 5c4, Class:  0, CF:0.611495, Len:  3, Fitness_tra: 0
Rule 74: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 75: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 76: 517, Class:  0, CF:0.634729, Len:  3, Fitness_tra: 0
Rule 77: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 78: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 79: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 80: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 81: 050, Class:  1, CF:0.00386395, Len:  0, Fitness_tra: 0
Rule 82: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 83: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 84: 050, Class:  1, CF:0.00386395, Len:  0, Fitness_tra: 0
Rule 85: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 86: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 87: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 88: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 89: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 90: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 91: d00, Class:  1, CF:0.0281162, Len:  1, Fitness_tra: 0
Rule 92: d61, Class:  0, CF:0.190153, Len:  3, Fitness_tra: -5
Rule 93: 079, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 94: 824, Class:  0, CF:0.516724, Len:  3, Fitness_tra: 0
Rule 95: 020, Class:  0, CF:0.00469701, Len:  0, Fitness_tra: 0
Rule 96: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 97: 422, Class:  0, CF:0.436652, Len:  3, Fitness_tra: 0
Rule 98: e01, Class:  0, CF:0.385435, Len:  2, Fitness_tra: -2
Rule 99: 020, Class:  0, CF:0.00469701, Len:  0, Fitness_tra: 0
Rule100: 40e, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
------Current------
Miss_rate(tra)	:30.7971
------Result------
Miss_rate(tra)	:30.7971
Miss_rate(tst)	:50
ARL				:1.10345

------Generation 1------
Rule  1: 311, Class:  1, CF:0.22685, Len:  3, Fitness_tra: 37
Rule  2: 131, Class:  1, CF:0.136249, Len:  3, Fitness_tra: 24
Rule  3: 300, Class:  1, CF:0.112987, Len:  1, Fitness_tra: 18
Rule  4: 251, Class:  1, CF:0.128129, Len:  3, Fitness_tra: 19
Rule  5: 521, Class:  1, CF:0.176201, Len:  3, Fitness_tra: 15
Rule  6: 007, Class:  0, CF:0.453842, Len:  1, Fitness_tra: -5
Rule  7: 961, Class:  0, CF:0.653993, Len:  3, Fitness_tra: 0
Rule  8: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule  9: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 10: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 11: 1c7, Class:  0, CF:0.44494, Len:  3, Fitness_tra: 0
Rule 12: 121, Class:  1, CF:0.0283714, Len:  3, Fitness_tra: 0
Rule 13: 224, Class:  0, CF:0.490126, Len:  3, Fitness_tra: 0
Rule 14: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 15: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 16: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 17: 222, Class:  0, CF:0.444664, Len:  3, Fitness_tra: 0
Rule 18: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 19: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 20: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 21: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 22: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 23: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 24: 581, Class:  1, CF:0.0153641, Len:  3, Fitness_tra: 0
Rule 25: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 26: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 27: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 28: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 29: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 30: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 31: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 32: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 33: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 34: 272, Class:  0, CF:0.619448, Len:  3, Fitness_tra: 0
Rule 35: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 36: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 37: 114, Class:  0, CF:0.406692, Len:  3, Fitness_tra: -1
Rule 38: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 39: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 40: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 41: 412, Class:  0, CF:0.573722, Len:  3, Fitness_tra: 1
Rule 42: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 43: d72, Class:  0, CF:0.669002, Len:  3, Fitness_tra: 0
Rule 44: 121, Class:  1, CF:0.0283714, Len:  3, Fitness_tra: 0
Rule 45: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 46: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 47: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 48: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 49: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 50: 221, Class:  1, CF:0.0569518, Len:  3, Fitness_tra: 4
Rule 51: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 52: 14b, Class:  0, CF:0.312915, Len:  3, Fitness_tra: 0
Rule 53: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 54: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 55: 1c2, Class:  0, CF:0.547665, Len:  3, Fitness_tra: 0
Rule 56: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 57: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 58: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 59: dc2, Class:  0, CF:0.6492, Len:  3, Fitness_tra: 0
Rule 60: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 61: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 62: 312, Class:  0, CF:0.134397, Len:  3, Fitness_tra: 0
Rule 63: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 64: 151, Class:  0, CF:0.0372082, Len:  3, Fitness_tra: 0
Rule 65: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 66: 121, Class:  1, CF:0.0283714, Len:  3, Fitness_tra: 0
Rule 67: 131, Class:  1, CF:0.136249, Len:  3, Fitness_tra: 0
Rule 68: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 69: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 70: 222, Class:  0, CF:0.444664, Len:  3, Fitness_tra: 0
Rule 71: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 72: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 73: 5c4, Class:  0, CF:0.611495, Len:  3, Fitness_tra: 0
Rule 74: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 75: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 76: 517, Class:  0, CF:0.634729, Len:  3, Fitness_tra: 0
Rule 77: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 78: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 79: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 80: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 81: 050, Class:  1, CF:0.00386395, Len:  0, Fitness_tra: 0
Rule 82: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 83: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 84: 050, Class:  1, CF:0.00386395, Len:  0, Fitness_tra: 0
Rule 85: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 86: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 87: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 88: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 89: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 90: 000, Class:  0, CF:7.21645e-16, Len:  0, Fitness_tra: 0
Rule 91: d00, Class:  1, CF:0.0281162, Len:  1, Fitness_tra: 0
Rule 92: d61, Class:  0, CF:0.190153, Len:  3, Fitness_tra: -5
Rule 93: 079, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 94: 824, Class:  0, CF:0.516724, Len:  3, Fitness_tra: 0
