------Generation 0------
Rule  1: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  2: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  3: 900, Class:  0, CF:0.244133, Len:  1, Fitness_tra: -6
Rule  4: 121, Class:  1, CF:0.0202077, Len:  3, Fitness_tra: 0
Rule  5: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  6: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  7: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  8: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  9: 008, Class:  0, CF:0.596406, Len:  1, Fitness_tra: -2
Rule 10: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 11: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 12: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 13: c47, Class:  0, CF:0.545471, Len:  3, Fitness_tra: -1
Rule 14: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 15: 1cb, Class:  0, CF:0.38777, Len:  3, Fitness_tra: 0
Rule 16: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 17: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 18: 117, Class:  0, CF:0.414222, Len:  3, Fitness_tra: 0
Rule 19: d57, Class:  0, CF:0.432947, Len:  3, Fitness_tra: 0
Rule 20: 222, Class:  0, CF:0.427743, Len:  3, Fitness_tra: 0
Rule 21: e12, Class:  0, CF:0.779026, Len:  3, Fitness_tra: 0
Rule 22: 11b, Class:  0, CF:0.36698, Len:  3, Fitness_tra: 0
Rule 23: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 24: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 25: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 26: 937, Class:  0, CF:0.676143, Len:  3, Fitness_tra: 0
Rule 27: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 28: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 29: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
