------Generation 0------
Rule  1: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  2: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  3: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  4: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  5: 0c0, Class:  0, CF:0.0262448, Len:  1, Fitness_tra: -3
Rule  6: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  7: 2bb, Class:  0, CF:0.491331, Len:  3, Fitness_tra: 0
Rule  8: 900, Class:  0, CF:0.138443, Len:  1, Fitness_tra: -4
Rule  9: 142, Class:  0, CF:0.433048, Len:  3, Fitness_tra: 0
Rule 10: 11b, Class:  0, CF:0.314068, Len:  3, Fitness_tra: 0
Rule 11: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 12: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 13: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 14: 511, Class:  0, CF:0.196585, Len:  3, Fitness_tra: -13
Rule 15: 112, Class:  0, CF:0.456756, Len:  3, Fitness_tra: 1
Rule 16: 217, Class:  0, CF:0.532701, Len:  3, Fitness_tra: 1
Rule 17: 181, Class:  1, CF:0.0143522, Len:  3, Fitness_tra: 0
Rule 18: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 19: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 20: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 21: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 22: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 23: 28b, Class:  0, CF:0.41492, Len:  3, Fitness_tra: 0
Rule 24: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 25: 152, Class:  0, CF:0.405544, Len:  3, Fitness_tra: 0
Rule 26: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 27: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 28: 814, Class:  0, CF:0.530984, Len:  3, Fitness_tra: -1
Rule 29: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 30: e17, Class:  0, CF:0.753637, Len:  3, Fitness_tra: 0
Rule 31: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 32: d9b, Class:  0, CF:0.416018, Len:  3, Fitness_tra: 0
Rule 33: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 34: 9cb, Class:  0, CF:0.538998, Len:  3, Fitness_tra: 0
Rule 35: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 36: d00, Class:  1, CF:0.0356624, Len:  1, Fitness_tra: 10
Rule 37: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 38: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 39: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 40: 060, Class:  0, CF:0.11055, Len:  1, Fitness_tra: -23
Rule 41: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 42: 1cb, Class:  0, CF:0.25071, Len:  3, Fitness_tra: 0
Rule 43: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 44: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 45: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 46: 1c2, Class:  0, CF:0.511635, Len:  3, Fitness_tra: 1
Rule 47: d00, Class:  1, CF:0.0356624, Len:  1, Fitness_tra: 0
Rule 48: 111, Class:  1, CF:0.0989636, Len:  3, Fitness_tra: 49
Rule 49: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 50: 13b, Class:  0, CF:0.366265, Len:  3, Fitness_tra: 0
Rule 51: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 52: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 53: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 54: 020, Class:  1, CF:0.0215846, Len:  1, Fitness_tra: 11
Rule 55: 192, Class:  0, CF:0.397301, Len:  3, Fitness_tra: 0
Rule 56: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 57: 132, Class:  0, CF:0.471638, Len:  3, Fitness_tra: 0
Rule 58: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 59: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 60: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 61: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 62: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 63: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 64: 00b, Class:  0, CF:0.371972, Len:  1, Fitness_tra: -18
Rule 65: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 66: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 67: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 68: 4d7, Class:  0, CF:0.416149, Len:  3, Fitness_tra: 0
Rule 69: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 70: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 71: 0e0, Class:  0, CF:0.0175956, Len:  1, Fitness_tra: 0
Rule 72: 214, Class:  0, CF:0.525326, Len:  3, Fitness_tra: 1
Rule 73: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 74: 39b, Class:  0, CF:0.230409, Len:  3, Fitness_tra: 0
Rule 75: 457, Class:  0, CF:0.389632, Len:  3, Fitness_tra: -1
Rule 76: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 77: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 78: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 79: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 80: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 81: 00b, Class:  0, CF:0.371972, Len:  1, Fitness_tra: 0
