------Generation 0------
Rule  1: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  2: 0e0, Class:  0, CF:0.0284699, Len:  1, Fitness_tra: 0
Rule  3: 5c7, Class:  0, CF:0.59555, Len:  3, Fitness_tra: 0
Rule  4: 050, Class:  0, CF:0.00734678, Len:  1, Fitness_tra: -1
Rule  5: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  6: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  7: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  8: 1c4, Class:  0, CF:0.547815, Len:  3, Fitness_tra: -5
Rule  9: 391, Class:  0, CF:0.148263, Len:  3, Fitness_tra: -3
Rule 10: 884, Class:  0, CF:0.518321, Len:  3, Fitness_tra: 0
Rule 11: 400, Class:  0, CF:0.0398887, Len:  1, Fitness_tra: -60
Rule 12: 524, Class:  0, CF:0.498783, Len:  3, Fitness_tra: 0
Rule 13: 008, Class:  0, CF:0.555808, Len:  1, Fitness_tra: 0
Rule 14: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 15: 582, Class:  0, CF:0.444638, Len:  3, Fitness_tra: 0
Rule 16: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 17: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 18: 284, Class:  0, CF:0.533652, Len:  3, Fitness_tra: -1
Rule 19: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 20: 744, Class:  0, CF:0.558372, Len:  3, Fitness_tra: 0
Rule 21: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 22: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 23: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 24: 008, Class:  0, CF:0.555808, Len:  1, Fitness_tra: 0
Rule 25: 157, Class:  0, CF:0.38093, Len:  3, Fitness_tra: 0
Rule 26: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 27: d81, Class:  1, CF:0.0631815, Len:  3, Fitness_tra: 6
Rule 28: 71b, Class:  0, CF:0.458337, Len:  3, Fitness_tra: -14
Rule 29: 5bb, Class:  0, CF:0.614865, Len:  3, Fitness_tra: 0
Rule 30: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
