------Generation 0------
Rule  1: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  2: 121, Class:  1, CF:0.0254748, Len:  3, Fitness_tra: 0
Rule  3: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  4: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  5: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  6: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  7: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  8: 1b4, Class:  0, CF:0.277652, Len:  3, Fitness_tra: 0
Rule  9: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 10: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 11: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 12: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 13: 9e4, Class:  0, CF:0.280757, Len:  3, Fitness_tra: 0
Rule 14: 117, Class:  0, CF:0.364326, Len:  3, Fitness_tra: 0
Rule 15: 992, Class:  0, CF:0.125447, Len:  3, Fitness_tra: 0
Rule 16: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 17: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 18: 008, Class:  0, CF:0.460321, Len:  1, Fitness_tra: -2
Rule 19: 527, Class:  0, CF:0.403376, Len:  3, Fitness_tra: 0
Rule 20: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 21: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 22: 111, Class:  1, CF:0.136698, Len:  3, Fitness_tra: 26
Rule 23: 144, Class:  0, CF:0.448772, Len:  3, Fitness_tra: 0
Rule 24: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 25: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 26: 99b, Class:  0, CF:0.154781, Len:  3, Fitness_tra: 0
Rule 27: 500, Class:  0, CF:0.0498742, Len:  1, Fitness_tra: 1
Rule 28: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 29: 111, Class:  1, CF:0.136698, Len:  3, Fitness_tra: 0
Rule 30: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 31: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 32: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 33: 522, Class:  0, CF:0.36449, Len:  3, Fitness_tra: 0
Rule 34: 134, Class:  0, CF:0.304254, Len:  3, Fitness_tra: 0
Rule 35: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 36: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 37: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 38: 11b, Class:  0, CF:0.337713, Len:  3, Fitness_tra: -3
Rule 39: 231, Class:  0, CF:0.0927469, Len:  3, Fitness_tra: 0
Rule 40: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 41: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 42: 111, Class:  1, CF:0.136698, Len:  3, Fitness_tra: 0
Rule 43: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 44: 337, Class:  0, CF:0.0660581, Len:  3, Fitness_tra: 0
Rule 45: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 46: 182, Class:  0, CF:0.428761, Len:  3, Fitness_tra: 0
Rule 47: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 48: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 49: 91b, Class:  0, CF:0.514985, Len:  3, Fitness_tra: 0
Rule 50: 51b, Class:  0, CF:0.575899, Len:  3, Fitness_tra: 0
Rule 51: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 52: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 53: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 54: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 55: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 56: 934, Class:  0, CF:0.66307, Len:  3, Fitness_tra: 0
Rule 57: 312, Class:  0, CF:0.299804, Len:  3, Fitness_tra: 0
Rule 58: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 59: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 60: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 61: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 62: 2b1, Class:  1, CF:0.170667, Len:  3, Fitness_tra: 5
Rule 63: d52, Class:  0, CF:0.403508, Len:  3, Fitness_tra: 0
Rule 64: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 65: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 66: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 67: 2d1, Class:  1, CF:0.0631105, Len:  3, Fitness_tra: 9
Rule 68: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 69: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 70: 157, Class:  0, CF:0.400756, Len:  3, Fitness_tra: -3
Rule 71: 090, Class:  1, CF:0.0226288, Len:  1, Fitness_tra: 1
