------Generation 0------
Rule  1: d14, Class:  0, CF:0.50628, Len:  3, Fitness_tra: 1
Rule  2: 311, Class:  1, CF:0.202967, Len:  3, Fitness_tra: 53
Rule  3: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  4: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  5: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  6: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  7: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule  8: db1, Class:  1, CF:0.110246, Len:  3, Fitness_tra: 6
Rule  9: 282, Class:  0, CF:0.455436, Len:  3, Fitness_tra: 0
Rule 10: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 11: 217, Class:  0, CF:0.521633, Len:  3, Fitness_tra: -2
Rule 12: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 13: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 14: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 15: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 16: 162, Class:  0, CF:0.497727, Len:  3, Fitness_tra: 0
Rule 17: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 18: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 19: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 20: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 21: 3d1, Class:  0, CF:0.121208, Len:  3, Fitness_tra: -9
Rule 22: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 23: 181, Class:  0, CF:0.0305766, Len:  3, Fitness_tra: -1
Rule 24: 712, Class:  0, CF:0.558677, Len:  3, Fitness_tra: 0
Rule 25: 000, Class:  0, CF:7.77156e-16, Len:  0, Fitness_tra: 0
Rule 26: 551, Class:  1, CF:0.33156, Len:  3, Fitness_tra: 19
