------Generation 0------
Rule  1: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  2: 421, Class:  1, CF:0.0174757, Len:  3, Fitness_tra: 17
Rule  3: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  4: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  5: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  6: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  7: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  8: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule  9: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 10: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 11: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 12: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 13: 117, Class:  0, CF:0.351328, Len:  3, Fitness_tra: 0
Rule 14: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 15: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 16: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 17: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 18: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 19: 0c0, Class:  0, CF:0.0740614, Len:  1, Fitness_tra: -46
Rule 20: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 21: 8db, Class:  0, CF:0.524606, Len:  3, Fitness_tra: 1
Rule 22: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 23: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 24: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 25: e3b, Class:  0, CF:0.922853, Len:  3, Fitness_tra: 1
Rule 26: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 27: 000, Class:  0, CF:6.66134e-16, Len:  0, Fitness_tra: 0
Rule 28: 900, Class:  1, CF:0.00371979, Len:  1, Fitness_tra: 0
Rule 29: 127, Class:  0, CF:0.386564, Len:  3, Fitness_tra: -2
