------Generation 0------
Rule  1: b4bb51b447, Class:  1, CF:0.565786, Len: 10, Fitness_tra: 0
Rule  2: 1b74597477, Class:  1, CF:0.430168, Len: 10, Fitness_tra: 0
Rule  3: 73275d7211, Class:  1, CF:0.683158, Len: 10, Fitness_tra: 0
Rule  4: 44771f1b4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  5: bc2b864411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: b4b48141bb, Class:  0, CF:0.565024, Len: 10, Fitness_tra: 0
Rule  7: 4277891741, Class:  0, CF:0.826101, Len: 10, Fitness_tra: 1
Rule  8: b471231772, Class:  0, CF:0.999968, Len: 10, Fitness_tra: 0
Rule  9: 412113b414, Class:  0, CF:0.967412, Len: 10, Fitness_tra: 2
Rule 10: b471ef712b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2144167b17, Class:  0, CF:0.999697, Len: 10, Fitness_tra: 0
Rule 12: 4141414b17, Class:  0, CF:0.65265, Len: 10, Fitness_tra: 1
Rule 13: 7177214772, Class:  0, CF:0.33018, Len: 10, Fitness_tra: 0
Rule 14: 7c7481477b, Class:  0, CF:0.76431, Len: 10, Fitness_tra: 0
Rule 15: 7141c144b1, Class:  1, CF:0.2049, Len: 10, Fitness_tra: -2
Rule 16: 4442117b4b, Class:  0, CF:0.969874, Len: 10, Fitness_tra: 0
Rule 17: 2141c37744, Class:  0, CF:0.990031, Len: 10, Fitness_tra: 0
Rule 18: 7177512b17, Class:  0, CF:0.583366, Len: 10, Fitness_tra: 0
Rule 19: 71b1d11111, Class:  1, CF:0.40414, Len: 10, Fitness_tra: -279
Rule 20: 411b864224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b114ce4b11, Class:  0, CF:0.976282, Len: 10, Fitness_tra: 178
Rule 22: 7b47811121, Class:  1, CF:0.584317, Len: 10, Fitness_tra: 0
Rule 23: 1271d57424, Class:  1, CF:0.581327, Len: 10, Fitness_tra: 0
Rule 24: 72b29a7141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 712113b127, Class:  0, CF:0.95758, Len: 10, Fitness_tra: 0
Rule 26: 284119141b, Class:  0, CF:  1, Len: 10, Fitness_tra: 17
Rule 27: 72772e222b, Class:  1, CF:0.0753534, Len: 10, Fitness_tra: 0
Rule 28: 124b117174, Class:  0, CF:0.959651, Len: 10, Fitness_tra: 0
Rule 29: 4471c1442b, Class:  1, CF:0.590559, Len: 10, Fitness_tra: 0
Rule 30: 7121c12277, Class:  1, CF:0.755851, Len: 10, Fitness_tra: 0
Rule 31: 1112412421, Class:  0, CF:0.788583, Len: 10, Fitness_tra: 1
Rule 32: 224459b412, Class:  0, CF:0.603952, Len: 10, Fitness_tra: 0
Rule 33: 4127954b12, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 7cb2211b12, Class:  0, CF:0.989991, Len: 10, Fitness_tra: 0
Rule 35: bb773a4b74, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 4744117217, Class:  0, CF:0.673861, Len: 10, Fitness_tra: 0
Rule 37: 111b81bb24, Class:  0, CF:0.845523, Len: 10, Fitness_tra: 0
Rule 38: 12b2164472, Class:  0, CF:0.999977, Len: 10, Fitness_tra: 0
Rule 39: 2211337174, Class:  0, CF:0.998933, Len: 10, Fitness_tra: 1
Rule 40: 142b2a2112, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: b4712117b4, Class:  0, CF:0.631267, Len: 10, Fitness_tra: 32
Rule 42: 1242117111, Class:  0, CF:0.997102, Len: 10, Fitness_tra: 125
Rule 43: b7bb292b21, Class:  0, CF:0.872101, Len: 10, Fitness_tra: 0
