------Generation 0------
Rule  1: b2bb814221, Class:  0, CF:0.338902, Len: 10, Fitness_tra: 0
Rule  2: 7441112417, Class:  0, CF:0.835414, Len: 10, Fitness_tra: 0
Rule  3: 1b148a242b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 24b1497bbb, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 0
Rule  5: b111ce2b24, Class:  1, CF:0.759929, Len: 10, Fitness_tra: 0
Rule  6: 21124e21b2, Class:  0, CF:0.947119, Len: 10, Fitness_tra: 0
Rule  7: 2227897742, Class:  0, CF:0.493926, Len: 10, Fitness_tra: 0
Rule  8: 43bc85bb7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1542114144, Class:  0, CF:0.51535, Len: 10, Fitness_tra: 0
Rule 10: 74bb411171, Class:  0, CF:0.941291, Len: 10, Fitness_tra: 1568
Rule 11: b21129bb21, Class:  0, CF:0.940881, Len: 10, Fitness_tra: 0
Rule 12: 221b2e2144, Class:  0, CF:0.835128, Len: 10, Fitness_tra: 0
Rule 13: 7412c3b421, Class:  0, CF:0.841132, Len: 10, Fitness_tra: 0
Rule 14: 4227111217, Class:  0, CF:0.249608, Len: 10, Fitness_tra: -1
Rule 15: c0505d036d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 49b1212421, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 17: b77b1941b2, Class:  0, CF:0.89773, Len: 10, Fitness_tra: 0
Rule 18: 7cb1164217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 414413741b, Class:  0, CF:0.989187, Len: 10, Fitness_tra: 0
Rule 20: 1d74c3bb12, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 2c222142bb, Class:  0, CF:0.937746, Len: 10, Fitness_tra: 0
Rule 22: b1b786212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 7b1b1a442b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 2bb771b214, Class:  0, CF:0.421483, Len: 10, Fitness_tra: 0
Rule 25: 151415b441, Class:  0, CF:0.999894, Len: 10, Fitness_tra: 2
Rule 26: 717b23171b, Class:  0, CF:0.968288, Len: 10, Fitness_tra: 0
